,rank,caption,score,precision,count,unfunny,somewhat_funny,funny
111,112,Idiot !! Shanghaing a crew of 35 egomaniacs has marooned us at sea.,1.4285714285714286,0.0814860513510662,77.0,54.0,13.0,10.0
112,113,Five doubloons says he'll over-rotate on the entry.,1.4285714285714286,0.07936128190201037,77.0,53.0,15.0,9.0
113,114,Too bad he's discovered this talent so late in life.,1.4285714285714286,0.07261489217891637,77.0,50.0,21.0,6.0
114,115,I'm going to miss his optimism.,1.4285714285714286,0.07261489217891637,77.0,50.0,21.0,6.0
115,116,All REAL pirates prefer a cannonball.,1.4285714285714286,0.07936128190201037,77.0,53.0,15.0,9.0
116,117,That's Roger for you - jolly to the end.,1.4285714285714286,0.07022221205927234,77.0,49.0,23.0,5.0
117,118,Looks like he's going home with the gold after all.,1.4285714285714286,0.07493120889064774,77.0,51.0,19.0,7.0
118,119,I'm beginning to think he was lying about not being able to swim.,1.4285714285714286,0.07493120889064774,77.0,51.0,19.0,7.0
119,120,It all comes down to execution.,1.4285714285714286,0.08355680740937169,77.0,55.0,11.0,11.0
120,121,His execution was a 10.,1.4285714285714286,0.08557747112473628,77.0,56.0,9.0,12.0
121,122,I can't help think he's making a mockery of this.,1.4285714285714286,0.07493120889064774,77.0,51.0,19.0,7.0
122,123,"If he comes up, we should clap",1.4285714285714286,0.07936128190201037,77.0,53.0,15.0,9.0
123,124,The Pirates of Panache,1.4285714285714286,0.07936128190201037,77.0,53.0,15.0,9.0
124,125,That's exactly why he had to go.,1.4285714285714286,0.0814860513510662,77.0,54.0,13.0,10.0
125,126,I love when we capture one of the Cirque du Soleil guys,1.4285714285714286,0.07717803810328508,77.0,52.0,17.0,8.0
126,127,Maybe he's not as upset about this as we thought.,1.4210526315789471,0.07554052681267014,76.0,51.0,18.0,7.0
127,128,"I guess when we go low, he goes high.",1.4210526315789471,0.08005076874771815,76.0,53.0,14.0,9.0
128,129,"Personally, I'm more of a fan of the cannonball.",1.4210526315789471,0.0707433163286174,76.0,49.0,22.0,5.0
129,130,Nothing beats going in style!,1.4210526315789471,0.08005076874771815,76.0,53.0,14.0,9.0
130,131,I'd give it a 10 for execution.,1.4210526315789471,0.08221315448322795,76.0,54.0,12.0,10.0
131,132,I thought YOU were supposed to tie his hands.,1.4210526315789471,0.07782832636076786,76.0,52.0,16.0,8.0
132,133,It's blimey awkward capturing French ships.,1.4210526315789471,0.08432010414524856,76.0,55.0,10.0,11.0
133,134,Well executed!,1.4189189189189189,0.07935027897914199,74.0,51.0,15.0,8.0
134,135,This is why I hate that guy...,1.4189189189189189,0.07453858249374287,74.0,49.0,19.0,6.0
135,136,"""Who told him to take a flying leap""?",1.4189189189189189,0.08164986234534165,74.0,52.0,13.0,9.0
136,137,"Oh, to have two legs again.",1.4189189189189189,0.08606489711203047,74.0,54.0,9.0,11.0
137,138,A thief and a showoff.,1.4189189189189189,0.07935027897914199,74.0,51.0,15.0,8.0
138,139,Pull him in; I want to see that again.,1.4189189189189189,0.08164986234534165,74.0,52.0,13.0,9.0
139,140,"O.K., that's it! We're going back to cruel and unusual!",1.4189189189189189,0.07453858249374287,74.0,49.0,19.0,6.0
140,141,I think we just shoot them from now on,1.4189189189189189,0.07935027897914199,74.0,51.0,15.0,8.0
141,142,It really takes the fun out it.,1.4189189189189189,0.07698203379439962,74.0,50.0,17.0,7.0
142,143,"He was never really one of us, was he?",1.4155844155844155,0.07243128912358496,77.0,51.0,20.0,6.0
143,144,I could tolerate the mutiny if it weren’t for the sarcasm.,1.4155844155844155,0.07475329520337276,77.0,52.0,18.0,7.0
144,145,You know...Its guys like him that take all the fun out of being a pirate.,1.4109589041095891,0.0751346240726225,73.0,49.0,18.0,6.0
145,146,I hate optimists.,1.4109589041095891,0.0751346240726225,73.0,49.0,18.0,6.0
146,147,Definitely from Penzance,1.4109589041095891,0.07255821270351917,73.0,48.0,20.0,5.0
147,148,Any man can *walk* the plank.,1.4109589041095891,0.07762557077625569,73.0,50.0,16.0,7.0
148,149,Walking the plank is so yesterday.,1.4109589041095891,0.0751346240726225,73.0,49.0,18.0,6.0
149,150,Me thinks 'e goes a bit overboard.,1.4109589041095891,0.0751346240726225,73.0,49.0,18.0,6.0
150,151,"Take a look, mateys--that's what they mean by grace under pressure!",1.4109589041095891,0.0846598000810007,73.0,53.0,10.0,10.0
151,152,Kinda takes the fun out of it...,1.4109589041095891,0.0846598000810007,73.0,53.0,10.0,10.0
152,153,He's certainly a good sport about it.,1.4109589041095891,0.07255821270351917,73.0,48.0,20.0,5.0
153,154,He's really going overboard with these dives.,1.4109589041095891,0.07255821270351917,73.0,48.0,20.0,5.0
154,155,Talk about a perfect execution.,1.4109589041095891,0.0751346240726225,73.0,49.0,18.0,6.0
155,156,He's taking all the fun out of an execution.,1.4054054054054057,0.07677052194178899,74.0,51.0,16.0,7.0
156,157,I prefer his cannonball.,1.4027777777777777,0.08312114352008726,72.0,52.0,11.0,9.0
157,158,Ok. Back to cannonballs.,1.4027777777777777,0.08073343912752436,72.0,51.0,13.0,8.0
158,159,"Once a smart ass, always a smart ass!",1.4027777777777777,0.08073343912752436,72.0,51.0,13.0,8.0
159,160,Who knew?,1.4027777777777777,0.08073343912752436,72.0,51.0,13.0,8.0
160,161,Another flawless execution!,1.4027777777777777,0.07827293201757818,72.0,50.0,15.0,7.0
161,162,Argh! A perfect execution!,1.4027777777777777,0.07827293201757818,72.0,50.0,15.0,7.0
162,163,He never was one of us.,1.4027777777777777,0.08312114352008726,72.0,52.0,11.0,9.0
163,164,Killjoy!,1.4027777777777777,0.08073343912752436,72.0,51.0,13.0,8.0
164,165,It takes the fun out of it when they enjoy it.,1.4027777777777777,0.07310389369363225,72.0,48.0,19.0,5.0
165,166,The new plank has really improved morale.,1.4027777777777777,0.07310389369363225,72.0,48.0,19.0,5.0
166,167,"9.6 on the dive. Next up, distance swimming.",1.4027777777777777,0.08312114352008726,72.0,52.0,11.0,9.0
167,168,"Rebranding it ""shore leave"" was brilliant Captain!",1.4027777777777777,0.07573252656487271,72.0,49.0,17.0,6.0
168,169,That's the last time we raid a Cirque du Soleil cruise.,1.4027777777777777,0.08312114352008726,72.0,52.0,11.0,9.0
169,170,"Not to criticize, but a cannonball seems more appropriate.",1.4027777777777777,0.08073343912752436,72.0,51.0,13.0,8.0
170,171,I said jump off not show off/,1.4027777777777777,0.08073343912752436,72.0,51.0,13.0,8.0
171,172,He always had a flair for execution.,1.4027777777777777,0.08073343912752436,72.0,51.0,13.0,8.0
172,173,He's really going overboard with that dive.,1.4027777777777777,0.07310389369363225,72.0,48.0,19.0,5.0
173,174,We're gonna make walking the plank great again!,1.4027777777777777,0.08073343912752436,72.0,51.0,13.0,8.0
174,175,"Oh, sure, NOW you make an effort!",1.4027777777777777,0.07573252656487271,72.0,49.0,17.0,6.0
175,176,He was never the same after Cirque du Soliel.,1.3972602739726028,0.07489141309066996,73.0,50.0,17.0,6.0
176,177,That's because we captured him from a cruise ship,1.3972602739726028,0.07489141309066996,73.0,50.0,17.0,6.0
177,178,"Nine points for form, but minus ten for futility.",1.3972602739726028,0.0798107684609522,73.0,52.0,13.0,8.0
178,179,I'd say he's going a little overboard on this.,1.3972602739726028,0.07489141309066996,73.0,50.0,17.0,6.0
179,180,Nice execution!,1.3972602739726028,0.0798107684609522,73.0,52.0,13.0,8.0
180,181,'Tis what we deserve for sailing on Swan Lake.,1.3943661971830985,0.07892352521758818,71.0,50.0,14.0,7.0
181,182,"Always makes the best of any situation, doesn't he?",1.3943661971830985,0.07633156847497467,71.0,49.0,16.0,6.0
182,183,"See, a pain in the ass till the end.",1.3943661971830985,0.07086380861911594,71.0,47.0,20.0,4.0
183,184,I hate sailing in an Olympic year.,1.3943661971830985,0.07892352521758818,71.0,50.0,14.0,7.0
184,185,Excellent execution!,1.3943661971830985,0.07633156847497467,71.0,49.0,16.0,6.0
185,186,Does he know we ran aground a week ago?,1.3943661971830985,0.08623320876284185,71.0,53.0,8.0,10.0
186,187,That's the best execution I've ever seen.,1.3943661971830985,0.08143302352051535,71.0,51.0,12.0,8.0
187,188,"It's at least a 9.5, mateys, but let's see how he does in the 2,500 mile freestyle!",1.3943661971830985,0.08623320876284185,71.0,53.0,8.0,10.0
188,189,"Arrr, his form is to die for.",1.3943661971830985,0.08623320876284185,71.0,53.0,8.0,10.0
189,190,"Well, that takes all the fun out of it.",1.3943661971830985,0.07892352521758818,71.0,50.0,14.0,7.0
190,191,He dived as he lived.,1.3943661971830985,0.07633156847497467,71.0,49.0,16.0,6.0
191,192,A bottle of rum says he doesn't stick it.,1.3943661971830985,0.07086380861911594,71.0,47.0,20.0,4.0
192,193,"Always wondered why they call themselves ""the pirates of pizzazz""",1.3943661971830985,0.07892352521758818,71.0,50.0,14.0,7.0
193,194,The problem in a nutshell. I told him to walk the damn thing.,1.3943661971830985,0.08623320876284185,71.0,53.0,8.0,10.0
194,195,"Clap again, and you'll be joining him for some synchronized drowning.",1.3888888888888888,0.0672380314833829,72.0,47.0,22.0,3.0
195,196,Wait!He's got all the maps.,1.3857142857142857,0.07957666757214088,70.0,50.0,13.0,7.0
196,197,"Pirates, always going for gold.",1.3857142857142857,0.07693092581620721,70.0,49.0,15.0,6.0
197,198,Nothing more irritating than an eternal optimist.,1.3857142857142857,0.07957666757214088,70.0,50.0,13.0,7.0
198,199,damn millenials,1.3857142857142857,0.0713457076287165,70.0,47.0,19.0,4.0
199,200,Good execution all-around.,1.3857142857142857,0.07419089345728717,70.0,48.0,17.0,5.0
200,201,I hate it when they enjoy it.,1.3857142857142857,0.08213723088122253,70.0,51.0,11.0,8.0
201,202,We let him choose between this and a position in the president's cabinet.,1.3857142857142857,0.08462034844990593,70.0,52.0,9.0,9.0
202,203,Nice arrrrrc.,1.3857142857142857,0.07419089345728717,70.0,48.0,17.0,5.0
203,204,"Good ascension, good arc, good bye.",1.3857142857142857,0.07693092581620721,70.0,49.0,15.0,6.0
204,205,why do you keep giving him a platform?,1.3857142857142857,0.07957666757214088,70.0,50.0,13.0,7.0
205,206,See? What did I tell you? A flawless execution.,1.3857142857142857,0.07957666757214088,70.0,50.0,13.0,7.0
206,207,Talk about a man going overboard.,1.3857142857142857,0.08213723088122253,70.0,51.0,11.0,8.0
207,208,We didn't see aye to aye.,1.3857142857142857,0.08213723088122253,70.0,51.0,11.0,8.0
208,209,Even more insubordination!,1.3857142857142857,0.07693092581620721,70.0,49.0,15.0,6.0
209,210,Now that's a swan song.,1.3857142857142857,0.07693092581620721,70.0,49.0,15.0,6.0
210,211,"Men, we take no more prisoners from Acapulco.",1.3857142857142857,0.07693092581620721,70.0,49.0,15.0,6.0
211,212,He still thinks that this is the qualifying round.,1.3857142857142857,0.07693092581620721,70.0,49.0,15.0,6.0
212,213,It's always about HIM,1.3857142857142857,0.08703264931467809,70.0,53.0,7.0,10.0
213,214,Talk about going overboard.,1.3857142857142857,0.07419089345728717,70.0,48.0,17.0,5.0
214,215,That's why we tie the hands and feet.,1.3857142857142857,0.07419089345728717,70.0,48.0,17.0,5.0
215,216,But he just ate.,1.3857142857142857,0.08462034844990593,70.0,52.0,9.0,9.0
216,217,That's it.....no more stops at Fire Island....,1.3857142857142857,0.08213723088122253,70.0,51.0,11.0,8.0
217,218,"You don't give a damn about our morale, do you Phillips?",1.3857142857142857,0.07693092581620721,70.0,49.0,15.0,6.0
218,219,"Argh, he's always goin' for the gold, boys!",1.3857142857142857,0.07693092581620721,70.0,49.0,15.0,6.0
219,220,He always goes so overboard...,1.3857142857142857,0.08213723088122253,70.0,51.0,11.0,8.0
220,221,Flawless execution.,1.3857142857142857,0.07957666757214088,70.0,50.0,13.0,7.0
221,222,I did not see that coming...,1.3857142857142857,0.07419089345728717,70.0,48.0,17.0,5.0
222,223,I'd like to see him do that with only one leg and one eye.,1.3857142857142857,0.07693092581620721,70.0,49.0,15.0,6.0
223,224,I'm gonna miss jolly Roger.,1.3768115942028984,0.07752965847636763,69.0,49.0,14.0,6.0
224,225,He still gotta nail the landing,1.3768115942028984,0.08023157360396058,69.0,50.0,12.0,7.0
225,226,He calls it pilates of the Caribbean.,1.3768115942028984,0.07182153593770547,69.0,47.0,18.0,4.0
226,227,Show him how we do cannonballs.,1.3768115942028984,0.07473011764982483,69.0,48.0,16.0,5.0
227,228,"Like I said, he could talk the talk but he couldn't walk the walk.",1.3768115942028984,0.07752965847636763,69.0,49.0,14.0,6.0
228,229,"Avast, me hearties! 'Tis another flawless execution!",1.3768115942028984,0.08023157360396058,69.0,50.0,12.0,7.0
229,230,This is his final attempt.,1.3768115942028984,0.07182153593770547,69.0,47.0,18.0,4.0
230,231,Nice combination of swan dive and swan song.,1.3768115942028984,0.08284541545839025,69.0,51.0,10.0,8.0
231,232,I think we need a stiffer plank.,1.3768115942028984,0.07752965847636763,69.0,49.0,14.0,6.0
232,233,It's always about HIM,1.3714285714285714,0.07926011001713926,70.0,51.0,12.0,7.0
233,234,He's not taking this very seriously.,1.3714285714285714,0.07385125381489835,70.0,49.0,16.0,5.0
234,235,I told him he could choose the plank or 6 months in the Trump administration.,1.3714285714285714,0.07926011001713926,70.0,51.0,12.0,7.0
235,236,He said it was going to be his swan song.,1.3714285714285714,0.07926011001713926,70.0,51.0,12.0,7.0
236,237,I think he's had enough practice. The next one counts.,1.3676470588235294,0.0781266945795663,68.0,49.0,13.0,6.0
237,238,No more French pirates - I'm sick of their 'je ne sai quoi',1.3676470588235294,0.08088734121420482,68.0,50.0,11.0,7.0
238,239,That's exactly why I want him out of here.,1.3676470588235294,0.07526485795611701,68.0,48.0,15.0,5.0
239,240,Always less satisfying when they do that.,1.3676470588235294,0.0781266945795663,68.0,49.0,13.0,6.0
240,241,I knew that last plank upgrade was a mistake.,1.3676470588235294,0.07526485795611701,68.0,48.0,15.0,5.0
241,242,"Step back men, he could still turn this into a cannonball.",1.3676470588235294,0.0835568281559177,68.0,51.0,9.0,8.0
242,243,Classy till the end.,1.3676470588235294,0.0781266945795663,68.0,49.0,13.0,6.0
243,244,Trump’s nominee for Navy secretary withdraws from consideration.,1.3676470588235294,0.0835568281559177,68.0,51.0,9.0,8.0
244,245,It's hard to stay mad at him.,1.3676470588235294,0.0781266945795663,68.0,49.0,13.0,6.0
245,246,Outstanding execution.,1.3676470588235294,0.07228981449955525,68.0,47.0,17.0,4.0
246,247,I've never seen such a flawless execution.,1.3676470588235294,0.07526485795611701,68.0,48.0,15.0,5.0
247,248,"I ordered him to shove-off, not show-off!",1.3676470588235294,0.0781266945795663,68.0,49.0,13.0,6.0
248,249,Now that's what I call a flawless execution.,1.3676470588235294,0.0835568281559177,68.0,51.0,9.0,8.0
249,250,Everything's a competition with this guy.,1.3676470588235294,0.07228981449955525,68.0,47.0,17.0,4.0
250,251,Have you noticed that the millennials have no respect for tradition.,1.3676470588235294,0.07526485795611701,68.0,48.0,15.0,5.0
251,252,He's going for the gold.,1.3676470588235294,0.08088734121420482,68.0,50.0,11.0,7.0
252,253,"Five for difficulty, ten for attitude.",1.3676470588235294,0.0781266945795663,68.0,49.0,13.0,6.0
253,254,Just one more reason to wish him dead.,1.3676470588235294,0.0781266945795663,68.0,49.0,13.0,6.0
254,255,Always a plankster,1.3676470588235294,0.07526485795611701,68.0,48.0,15.0,5.0
255,256,Perfectly executed,1.3676470588235294,0.0781266945795663,68.0,49.0,13.0,6.0
256,257,I don't think he gets the true spirit of walking the plank.,1.3676470588235294,0.0781266945795663,68.0,49.0,13.0,6.0
257,258,He gets a bronze. I keep the gold and silver.,1.3676470588235294,0.07526485795611701,68.0,48.0,15.0,5.0
258,259,Good old Roger. Jolly til the end.,1.3676470588235294,0.07526485795611701,68.0,48.0,15.0,5.0
259,260,"Zero points for attempted mutiny, but ten points for the dive.",1.3676470588235294,0.07526485795611701,68.0,48.0,15.0,5.0
260,261,I give him a Ten for his execution.,1.3676470588235294,0.08088734121420482,68.0,50.0,11.0,7.0
261,262,8 point 5. 9 if he nails the entry.,1.3676470588235294,0.07526485795611701,68.0,48.0,15.0,5.0
262,263,I think he took that rather well.,1.3676470588235294,0.07228981449955525,68.0,47.0,17.0,4.0
