,rank,caption,score,precision,count,unfunny,somewhat_funny,funny
60,61,"Laptop in the microwave, cellphone in the blender. Did I forget anything?",1.5395348837209302,0.03348433626440474,430.0,248.0,132.0,50.0
61,62,I think this case is about to heat up.,1.5384615384615383,0.02277601503160956,897.0,511.0,289.0,97.0
62,63,It's a trick my accountant showed me.,1.5378440366972477,0.02353668712159898,872.0,505.0,265.0,102.0
63,64,In my mind I was always imagining a big fancy retirement party.,1.5313315926892948,0.025221016304534657,766.0,450.0,225.0,91.0
64,65,The recipe said to start off with a brief searing.....,1.5291411042944785,0.026158849922265626,652.0,371.0,217.0,64.0
65,66,"It's the smell of success, Joan.",1.5287356321839083,0.02494808307893975,783.0,462.0,228.0,93.0
66,67,I'm afraid this means the boss is reviewing a bunch of hamburger patties tonight.,1.525982256020279,0.025450631759878488,789.0,477.0,209.0,103.0
67,68,You wanted me to barbecue this weekend and my boss wanted me to work. This seems like an acceptable compromise.,1.5066889632107023,0.026645771794445224,598.0,347.0,199.0,52.0
68,69,Oh yeah? I'll show YOU fired!,1.5061349693251531,0.027067538762464774,652.0,396.0,182.0,74.0
69,70,"So then I said, 'If you win, I'll eat my briefcase.'",1.5056360708534622,0.02654162056726257,621.0,365.0,198.0,58.0
70,71,The recipe said to cook it briefly.,1.5054432348367033,0.026810716601525474,643.0,386.0,189.0,68.0
71,72,"Personally, I would have removed the severance check.",1.5050167224080269,0.02867181329910208,598.0,368.0,158.0,72.0
72,73,Maybe we should just get a shredder.,1.5024077046548956,0.028363609646842612,623.0,388.0,157.0,78.0
73,74,"The instructions said ""Brown brief case.""",1.5016233766233766,0.027476022922998267,616.0,373.0,177.0,66.0
74,75,Because the house will smell for days if I put it in the oven.,1.5,0.03353869627907385,430.0,265.0,115.0,50.0
75,76,My interview? Why do you ask?,1.4991334488734835,0.02851565520839478,577.0,352.0,162.0,63.0
76,77,"I'd butterfly it, but I forgot the combination.",1.4986807387862795,0.037246660728976234,379.0,242.0,85.0,52.0
77,78,I know what my boss meant by 'cook the books.' I'm being passive-aggressive.,1.4969512195121952,0.03739645349864143,328.0,199.0,95.0,34.0
78,79,I promise this is my last case.,1.4956822107081174,0.028442801736107175,579.0,355.0,161.0,63.0
79,80,"That's right, briefcase chicken -- nobody believed in beer can chicken, either.",1.4947735191637632,0.02808809614868063,574.0,348.0,168.0,58.0
80,81,"Do you like yours briefed, underbriefed, or totally classified?",1.493421052631579,0.028319163056754693,608.0,380.0,156.0,72.0
81,82,... and on the eighth day he cremated hamsters.,1.492201039861352,0.03084551459104135,577.0,379.0,112.0,86.0
82,83,We really should buy a paper shredder.,1.4899082568807342,0.029395929432570782,545.0,338.0,147.0,60.0
83,84,So you're not going to work on Monday?,1.486146095717884,0.03468867021778232,397.0,249.0,103.0,45.0
84,85,I'll give it a couple more minutes to make sure there's no pink slip in there.,1.4845360824742269,0.031106241842787617,485.0,303.0,129.0,53.0
85,86,Did I mention I quit my job today?,1.4842105263157894,0.03101879388093572,475.0,294.0,132.0,49.0
86,87,"Burgers on bottom, flattener on top, burgers on bottom, flattener on top, ...",1.4791666666666667,0.030671736102005832,528.0,340.0,123.0,65.0
87,88,I don't want to overcook it or it'll taste like leather.,1.4761904761904765,0.030232714591932764,504.0,317.0,134.0,53.0
88,89,My performance review says I need more sizzle.,1.4761904761904765,0.03010195772201786,504.0,316.0,136.0,52.0
89,90,"I said, ""where's the beef?"" not ""where's the brief?""",1.4756097560975612,0.029110079114405333,492.0,299.0,152.0,41.0
90,91,It's my accountant's secret recipe.,1.4755244755244756,0.05599328081582668,143.0,89.0,40.0,14.0
91,92,"Eileen realizes their tax problems stem not only from Bill's bad math skills, but his inability to decipher common idioms as well.",1.4743935309973046,0.0370574578175176,371.0,243.0,80.0,48.0
92,93,"OK, two more minutes and we can add the wingtips.",1.4712918660287082,0.032326968415673035,418.0,260.0,119.0,39.0
93,94,"They said it was free range, but that handle makes me suspicious.",1.4695121951219512,0.036346839353018884,328.0,204.0,94.0,30.0
94,95,"You SAID, ""I put a sandwich in your brief case. Be sure and heat it up.""",1.4641833810888252,0.03500277491500596,349.0,218.0,100.0,31.0
95,96,We call this grillable hours,1.4626506024096386,0.03229310034667293,415.0,261.0,116.0,38.0
96,97,"Your mother wants hers ""well done,"" so I figured I wouldn't waste a steak on her.",1.4617224880382775,0.03335176361695754,418.0,270.0,103.0,45.0
97,98,I like it with a little pink slip in the middle.,1.4595238095238094,0.03271201008543253,420.0,269.0,109.0,42.0
98,99,I bet it tastes as good as your skirt steak.,1.4521072796934866,0.042165683929124814,261.0,171.0,62.0,28.0
99,100,This is why I don’t leave you alone with the kids.,1.4492753623188406,0.038804576946483635,276.0,175.0,78.0,23.0
100,101,Are you sure 'papillote' means briefcase?,1.4475138121546962,0.035154594381407174,362.0,236.0,90.0,36.0
101,102,Did I mention I quit today?,1.4453551912568303,0.03550530344239284,366.0,242.0,85.0,39.0
102,103,"We can do this the easy way or the hard way, but you are going to open up.",1.445054945054945,0.03412847291125346,364.0,234.0,98.0,32.0
103,104,"Honey, did they want those documents singed? Or signed?",1.4397759103641457,0.035030053289103406,357.0,234.0,89.0,34.0
104,105,"You took the steak to work again, didn't you?",1.4396551724137931,0.03473955360520445,348.0,225.0,93.0,30.0
105,106,It combines my contempt for both my work and suburbia.,1.4396284829721362,0.037922507868823035,323.0,216.0,72.0,35.0
106,107,"We are what we eat, Margaret.",1.4358974358974361,0.03753662963794307,312.0,206.0,76.0,30.0
107,108,This case will be done briefly.,1.432748538011696,0.03338130215903766,342.0,217.0,102.0,23.0
108,109,I'm gonna need a bigger grill for the photocopier.,1.4318936877076411,0.03821223888260008,301.0,200.0,72.0,29.0
109,110,Well isn't that just the perfect ending to a perfect day. We're out of propane.,1.429657794676806,0.04039695589079824,263.0,174.0,65.0,24.0
110,111,It means someone on the subway carried home two rib-steaks.,1.4285714285714286,0.038480883018126924,301.0,202.0,69.0,30.0
111,112,"To be honest, this is my first time cooking the books.",1.427672955974843,0.03777385675287975,318.0,215.0,70.0,33.0
112,113,are you cooking the books?,1.4267515923566878,0.05047853776072688,157.0,102.0,43.0,12.0
113,114,I'm working on a really hot case.,1.425595238095238,0.036032328845580865,336.0,225.0,79.0,32.0
114,115,He handed me the briefcase and told me to cook the books.,1.4249201277955272,0.03683281488825857,313.0,208.0,77.0,28.0
115,116,I roast my case.,1.4243542435424354,0.039506187548547615,271.0,180.0,67.0,24.0
116,117,Our assets are frozen so it will take another twenty minutes.,1.4214046822742474,0.0365302545328394,299.0,196.0,80.0,23.0
117,118,The Boss needs these done by tomorrow,1.4201388888888888,0.03683731710152681,288.0,188.0,79.0,21.0
118,119,I must have left the hot dogs at the office.,1.4163701067615657,0.040378971393780376,281.0,194.0,57.0,30.0
119,120,Do you think they'll know the leather's not grass-fed?,1.4158075601374571,0.03874547785016658,291.0,198.0,65.0,28.0
120,121,The senior partners will be pleased: a well-done brief.,1.4150326797385622,0.035601225073818715,306.0,201.0,83.0,22.0
121,122,How does he like his covfefe?,1.4146341463414631,0.055991090108240174,164.0,118.0,24.0,22.0
122,123,Let's do his shoes next.,1.4137931034482758,0.0393938647710922,261.0,174.0,66.0,21.0
123,124,It's full of half-baked ideas.,1.413427561837456,0.0375670674375933,283.0,188.0,73.0,22.0
124,125,I got wallets for the kids.,1.412811387900356,0.03841580084410097,281.0,189.0,68.0,24.0
125,126,"Honey, Gary called from the office. He's wondering why there's raw meat on your desk.",1.4126984126984128,0.04190632368996895,252.0,173.0,54.0,25.0
126,127,"It was my boss who said, 'Put that brief of yours on the back burner for the weekend'!",1.4119718309859155,0.037462849391630484,284.0,189.0,73.0,22.0
127,128,Where's the breef?,1.4113712374581941,0.038255800786648975,299.0,205.0,65.0,29.0
128,129,"Wait, we own a shredder?",1.4089219330855018,0.03888720576544074,269.0,181.0,66.0,22.0
129,130,It was harvested locally on Wall Street.,1.4082840236686391,0.046286592663834315,169.0,110.0,49.0,10.0
130,131,"When the brief's done, I'll grill the witnesses.",1.408239700374532,0.04015224621361359,267.0,183.0,59.0,25.0
131,132,"It's symbolic, Sheila.",1.4055118110236222,0.04084939776570646,254.0,174.0,57.0,23.0
132,133,I'll put on the burgers as soon as my work is done.,1.4045801526717556,0.04173605765552117,262.0,184.0,50.0,28.0
133,134,Let the retirement celebration begin!,1.4037735849056605,0.0396158343141135,265.0,181.0,61.0,23.0
134,135,I hate company picnics,1.4035714285714285,0.03530940495073906,280.0,182.0,83.0,15.0
135,136,I call it Brief Bourguignon,1.403225806451613,0.03868627127459925,248.0,164.0,68.0,16.0
136,137,How was my day?,1.40234375,0.04170805427628434,256.0,179.0,51.0,26.0
137,138,I got the documents. The other lawyer gets to grill the witnesses.,1.4008264462809918,0.04423483001427518,242.0,173.0,41.0,28.0
138,139,"401k, honey, the temperature at which briefcases burn.",1.4008097165991902,0.04163312986075598,247.0,171.0,53.0,23.0
139,140,I've really got the hang of working from home.,1.4,0.06195469181897234,100.0,67.0,26.0,7.0
140,141,Work-life balance achieved.,1.4,0.039399982847425,245.0,164.0,64.0,17.0
141,142,I still don't have the whole work/life balance thing down.,1.3974358974358974,0.051990556484460416,156.0,108.0,34.0,14.0
142,143,"While I finish up here, do you mind checking the spreadsheets in the oven?",1.3957446808510638,0.040499640153143536,235.0,159.0,59.0,17.0
143,144,It's never done.,1.3950617283950617,0.0440435844452269,243.0,175.0,40.0,28.0
144,145,I don't think it'll be as tender as the Gucci.,1.3948497854077253,0.0437937966036024,233.0,165.0,44.0,24.0
145,146,"Sear both sides to lock in the blood, sweat and tears.",1.3940677966101696,0.04168115517392463,236.0,163.0,53.0,20.0
146,147,"""Well done,"" he said. I'll show him well done.",1.393822393822394,0.03826278247897126,259.0,175.0,66.0,18.0
147,148,They're like oysters; it's done when the latches flip open.,1.3934426229508197,0.04232768684379691,244.0,172.0,48.0,24.0
148,149,I'll pick up 401k sauce for the retirement party,1.3934426229508197,0.04111494841637783,244.0,169.0,54.0,21.0
149,150,That hissing sound? It's the sound of a career when it's almost done,1.3925619834710743,0.04093037955034856,242.0,167.0,55.0,20.0
150,151,"The real trick is to get that ""years of success"" burnished look without singeing",1.3925619834710743,0.04175979793706938,242.0,169.0,51.0,22.0
151,152,This is tough as leather.,1.3923076923076922,0.058296380335191585,130.0,92.0,25.0,13.0
152,153,Are you sure the recipe didn't say to remove the laptop first?,1.3922413793103448,0.0412762047663559,232.0,159.0,55.0,18.0
153,154,Do you think I bring the office home too much?,1.392156862745098,0.03784864458538242,255.0,171.0,68.0,16.0
154,155,There's a fine line between well-done and leather.,1.392156862745098,0.04172894472959927,255.0,181.0,48.0,26.0
155,156,"Bob, the Board appreciates your efforts, but we're starting to worry that you don't really understand what 'cook the books' means.",1.3907563025210083,0.04139615350625462,238.0,165.0,53.0,20.0
156,157,It's part of my journey to wellness.,1.3900709219858156,0.054922852446962815,141.0,99.0,29.0,13.0
157,158,I think I left a bag of meat in the office.,1.3898305084745763,0.04249171939872677,236.0,166.0,48.0,22.0
158,159,"The rest of the year we cook the books. Summer, we grill the books.",1.3898305084745763,0.042065237319837294,236.0,165.0,50.0,21.0
159,160,"It's Chilean sea bass, steamed in a umami brine demi-glace, with a slaw of condemning documents.",1.3895582329317269,0.04088286983507779,249.0,174.0,53.0,22.0
160,161,It's never done.,1.3888888888888888,0.05670908112980275,144.0,104.0,24.0,16.0
161,162,It doesn't look anything like the picture.,1.3886462882096071,0.04252310207783816,229.0,160.0,49.0,20.0
162,163,So what did I hand the kidnappers?,1.3886462882096071,0.0420702845237504,229.0,159.0,51.0,19.0
163,164,I'm afraid this case may be too hot to handle.,1.3877551020408163,0.041339900525748687,245.0,172.0,51.0,22.0
164,165,I ordered Trump Steaks and they sent me his taxes.,1.3863636363636365,0.04467471355612631,220.0,157.0,41.0,22.0
165,166,Is this kosher?,1.383177570093458,0.04044947306544739,214.0,144.0,58.0,12.0
166,167,My boss said to put it on the back burner.,1.3827751196172249,0.04326619168156176,209.0,145.0,48.0,16.0
167,168,Of course I emptied it.,1.3820754716981132,0.04123308586495357,212.0,144.0,55.0,13.0
168,169,"Cooking the books again, Fred?",1.3820754716981132,0.04436701139059196,212.0,150.0,43.0,19.0
169,170,So I take it your retirement party isn't catered.,1.3816793893129773,0.055742482375815965,131.0,92.0,28.0,11.0
170,171,Oh for god's sake Leonard turn up your hearing aid. I said throw on some beef steaks.,1.380487804878049,0.04382532150328604,205.0,143.0,46.0,16.0
171,172,Next time just say you'll eat your hat!,1.3779904306220097,0.04212418435904188,209.0,144.0,51.0,14.0
172,173,Dad must have tied one on last night. Check the pool.,1.3771929824561404,0.042060639207252684,228.0,161.0,48.0,19.0
173,174,"My annual report is almost done. Red wine because it's a bunch of bull, or white wine because something's fishy?",1.376237623762376,0.0436629860045287,202.0,141.0,46.0,15.0
174,175,"Well, here's to a job well done",1.3761061946902655,0.04231059325859595,226.0,160.0,47.0,19.0
175,176,"Seems like a shame to throw the rest away, but this is the only part of a lawyer that's edible.",1.375,0.04882411258639778,200.0,149.0,27.0,24.0
176,177,"The label said beefcase, but now I'm thinking that was a typo.",1.375,0.04303228679257395,224.0,160.0,44.0,20.0
177,178,"""Bad day at the office honey""?",1.3737373737373737,0.03997879069796638,198.0,132.0,58.0,8.0
178,179,"Hey Joe, your boss just called and said he made a mistake and you did get that raise.",1.3727272727272728,0.0426002988675244,220.0,156.0,46.0,18.0
179,180,Betty Crocker got the recipe from Bernie Madoff!,1.3715596330275228,0.04186284732289498,218.0,153.0,49.0,16.0
180,181,This will be done briefly,1.3715596330275228,0.04383616915929819,218.0,157.0,41.0,20.0
181,182,"Told ya. If it were a bomb, it woulda definitely exploded by now.",1.37,0.043299819536105406,200.0,140.0,46.0,14.0
182,183,My grill. My way. Case closed.,1.3695652173913044,0.04522506651237434,184.0,129.0,42.0,13.0
183,184,"Wait - if those are the Nuclear Codes, who's got the burgers?",1.3692307692307693,0.04523717408855789,195.0,139.0,40.0,16.0
184,185,"Please be careful, the last one was as tough as leather.",1.3679245283018868,0.04157056135014342,212.0,148.0,50.0,14.0
185,186,"What more do you want from me, Blanche? I stopped drinking, didn’t I?",1.3678756476683938,0.0461377556114658,193.0,139.0,37.0,17.0
186,187,I'm not so sure about these Wall St. Journal recipes.,1.3678756476683938,0.04554909578372343,193.0,138.0,39.0,16.0
187,188,It's always in the last place you look.,1.3678756476683938,0.04434834150695769,193.0,136.0,43.0,14.0
188,189,And so retirement officially begins.,1.3670212765957446,0.045152908916338615,188.0,133.0,41.0,14.0
189,190,"I had just one lunch with Jared Kushner, but you these days you can't be too careful.",1.3664921465968587,0.04763504529566645,191.0,140.0,32.0,19.0
190,191,I still think we should have bought the individual wallet portions.,1.3664921465968587,0.04586679340595076,191.0,137.0,38.0,16.0
191,192,It's called Covfefe Flambé. I saw it on Twitter.,1.365979381443299,0.04651622281560347,194.0,141.0,35.0,18.0
192,193,I said 'beef case',1.3653846153846154,0.04628295456120491,208.0,154.0,32.0,22.0
193,194,Dinner will be served briefly.,1.3653846153846154,0.04370190174210137,208.0,149.0,42.0,17.0
194,195,"Give it another 20 minutes, then we'll try your shredding idea.",1.3645833333333333,0.04684620746515697,192.0,140.0,34.0,18.0
195,196,"When it opens, it's done.",1.3636363636363635,0.045267281438245925,187.0,133.0,40.0,14.0
196,197,It might be better if we just went back to aluminum foil.,1.3631284916201116,0.0473371813597298,179.0,129.0,35.0,15.0
197,198,"When the locks pop open, I know it's done.",1.3621621621621622,0.0442774393056662,185.0,130.0,43.0,12.0
198,199,It has that subtle aroma of failure.,1.3613861386138617,0.04344041775936693,202.0,144.0,43.0,15.0
199,200,Is that your ringtone?,1.360655737704918,0.047830718340729474,183.0,134.0,32.0,17.0
200,201,Your moms right. Rosemary really does make ANYTHING taste delicious!,1.3602150537634408,0.045381136884633716,186.0,133.0,39.0,14.0
201,202,The CEO told me there would be a promotion in it if this deal was well done.,1.36,0.04541268058360951,200.0,146.0,36.0,18.0
202,203,"So, I'm going to assume you didn't get the promotion!",1.3591160220994476,0.04058256654390957,181.0,122.0,53.0,6.0
203,204,"""As always, Mr. Phelps, should you or any of your I.M. force be caught or killed, the Secretary will disavow any knowledge of your. . ."" Honey, would you go next door and tell Jim they got the wrong patio, again.",1.3591160220994476,0.04557034328075755,181.0,129.0,39.0,13.0
204,205,We have to prepare for the worst-case scenario.,1.3583333333333334,0.05650392680304912,120.0,86.0,25.0,9.0
205,206,"Another rough day at the office, honey?",1.3571428571428572,0.04248926358061803,196.0,138.0,46.0,12.0
206,207,Relax. I have a handle on this.,1.3571428571428572,0.040599897147057515,196.0,135.0,52.0,9.0
207,208,Retirement barbecue?,1.3571428571428572,0.04488487512127013,196.0,142.0,38.0,16.0
208,209,Want to bet the burgers are on my desk?,1.3559322033898304,0.046918483490431366,177.0,128.0,35.0,14.0
209,210,My grandfather Otto called it briefkäse.,1.3559322033898304,0.047597746043585486,177.0,129.0,33.0,15.0
210,211,I have a feeling the steak is at the 4:00 meeting,1.3556701030927836,0.04692873935890778,194.0,144.0,31.0,19.0
211,212,Looks like Amazon Whole Foods has some kinks to work out.,1.3555555555555556,0.044999635988749266,180.0,128.0,40.0,12.0
212,213,It's time we bought a shredder.,1.3542857142857143,0.04656837609749233,175.0,126.0,36.0,13.0
213,214,Too literal for a retirement party?,1.353932584269663,0.04531719786391684,178.0,127.0,39.0,12.0
214,215,$8.95 a pound and it tastes like leather.,1.353932584269663,0.04737180953313717,178.0,130.0,33.0,15.0
215,216,"The boss said, ""I want it done this weekend and I want it well done!""",1.3526315789473684,0.046418268439918725,190.0,140.0,33.0,17.0
216,217,And there's my career. Well done.,1.3522727272727273,0.04840276466193367,176.0,130.0,30.0,16.0
217,218,Damn! This means Roger's arguing a burger!,1.3515151515151516,0.048484848484848485,165.0,120.0,32.0,13.0
218,219,I hope this isn't another tough case.,1.3510638297872342,0.04735277656787477,188.0,140.0,30.0,18.0
219,220,I used to launder my money but now I just grill it.,1.3505747126436782,0.04945216538208614,174.0,130.0,27.0,17.0
220,221,Or should the grill marks go the other way?,1.3491124260355027,0.04762696651790864,169.0,123.0,33.0,13.0
221,222,If the slips are pink on the inside then we'll know I'm finished,1.3488372093023255,0.04984327655968766,172.0,129.0,26.0,17.0
222,223,Are you sure you ordered it from Omaha Steaks and not Berkshire Hathaway?,1.3488372093023255,0.045567043816550114,172.0,123.0,38.0,11.0
223,224,This leather is the closest I can get to affording meat right now.,1.3486238532110089,0.05433336583582644,109.0,76.0,28.0,5.0
224,225,"Boss said I had to find a way to ""cook the books"".",1.3473053892215572,0.04646678323802848,167.0,120.0,36.0,11.0
225,226,Now do you believe that I'm on vacation?,1.3454545454545457,0.04759907817909181,165.0,120.0,33.0,12.0
226,227,"I don't know, I guess I thought it would be symbolic.",1.343558282208589,0.049522730162102714,163.0,121.0,28.0,14.0
227,228,"Good news, it's a juicy case.",1.3416149068322982,0.04834656691816547,161.0,118.0,31.0,12.0
228,229,"It's not cooking the books, strictly speaking.",1.3416149068322982,0.05069822272457918,161.0,121.0,25.0,15.0
229,230,It's socially responsible to eat all parts of the lawyer.,1.339622641509434,0.05033933785355362,159.0,119.0,26.0,14.0
230,231,I like them charred outside and untraceable inside.,1.3384615384615384,0.05300042883440125,130.0,95.0,26.0,9.0
231,232,"Uh oh, I think I may have left the steaks in the hall closet.",1.3376623376623376,0.04806834821083545,154.0,112.0,32.0,10.0
232,233,I still handle the occasional rare case.,1.3372781065088757,0.045884112574348566,169.0,123.0,35.0,11.0
233,234,"That's not what your boss meant when he said you need to ""cook the books.""",1.3372781065088757,0.043520393522249255,169.0,120.0,41.0,8.0
234,235,I'm not sure this is the best way to upload files to the cloud.,1.3357664233576645,0.05411112028631798,137.0,103.0,22.0,12.0
235,236,This is a lot less cathartic than I'd imagined.,1.3353293413173652,0.044631557619949185,167.0,120.0,38.0,9.0
236,237,"He said, ""there are no tapes"", so there aren't going to be any.",1.3353293413173652,0.04543259625506299,167.0,121.0,36.0,10.0
237,238,I thought I left it on the train,1.3353293413173652,0.046219754103286666,167.0,122.0,34.0,11.0
238,239,Where's the breef?,1.3333333333333333,0.057344006347969774,108.0,79.0,22.0,7.0
239,240,We'll have to go hunting again soon. This is the last of the lawyer.,1.3333333333333333,0.049939764198077816,153.0,114.0,27.0,12.0
240,241,My work here is done.,1.3333333333333333,0.049939764198077816,153.0,114.0,27.0,12.0
241,242,There's a newspaper inside if you want to get started on the salad.,1.3333333333333333,0.04907118030121255,153.0,113.0,29.0,11.0
242,243,I'm gonna need a bigger spatula.,1.3333333333333333,0.0441168016768513,165.0,118.0,39.0,8.0
243,244,And how would you like your taxes prepared?,1.3333333333333333,0.05110264827052654,165.0,127.0,21.0,17.0
244,245,My boss offered me a bonus for work well done.,1.3312883435582823,0.049273457037494764,163.0,123.0,26.0,14.0
245,246,I'll cook the data a bit longer.,1.3312883435582823,0.04526777836641852,163.0,118.0,36.0,9.0
