rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
92,46,61,179,286,1.534965034965035,0.044739235420307964,551,Technically this is more of a hell AND high water situation!
93,44,61,174,279,1.5340501792114696,0.0450520391219854,551,Steer for the mouth! There's nothing behind it but a yuge void!
94,41,68,172,281,1.5338078291814947,0.04394281906658649,551,It's gonna be swell. Believe me.
94,41,68,172,281,1.5338078291814947,0.04394281906658649,551,"Don't worry, it'll comb over."
96,31,85,161,277,1.5306859205776173,0.04139265359974005,551,Stop laughing at his tiny whitecaps. It makes him angry.
97,44,58,174,276,1.5289855072463767,0.045447288951240096,551,This is what happens when really hot air condenses.
98,32,81,162,275,1.5272727272727273,0.04194119410609553,551,Let's hope it's not a permanent wave
99,50,44,180,274,1.5255474452554745,0.04743651364408355,551,WRONG. I tweeted Extreme Wetting
99,38,68,168,274,1.5255474452554745,0.04392466039174147,551,"Like a comb-over troubled water, he will let you down..."
101,41,59,170,270,1.5222222222222221,0.04534911566924093,551,Nobody saw it coming?
102,37,66,166,269,1.520446096654275,0.04424637998240007,551,Pray it's not a permanant wave.
103,39,61,168,268,1.5186567164179106,0.045000903155810054,551,Quick. Show him your tits.
103,30,79,159,268,1.5186567164179106,0.042113300182217435,551,Relax! We're trying to get to Canada.
105,34,72,164,270,1.5185185185185186,0.04317806635136486,551,Tidal weave!
106,39,60,168,267,1.5168539325842696,0.04513350190323502,551,Give it your phone! It needs to tweet!
107,35,58,155,248,1.5161290322580645,0.046409457312869856,551,Ladies! Cross your legs!
108,40,56,168,264,1.5151515151515151,0.045846525865241204,551,We're gonna need a bigger comb.
109,37,59,164,260,1.5115384615384615,0.0454272828284555,551,"If you think this storm is making dangerous waves now, wait until it hits the Potomac."
110,32,70,160,262,1.5114503816793894,0.04351173259312437,551,"Quick! Throw him your iPhones. Once he starts Tweeting, we break for shore."
111,27,65,141,233,1.5107296137339057,0.04556373577111715,551,"I thought you said the storm would blow over, not comb-over..."
112,38,56,165,259,1.5096525096525097,0.04589096964476593,551,Hold your breath... For four years.
113,41,51,169,261,1.5095785440613028,0.04657849027775977,551,Our choices are clear: row versus wade.
113,42,49,170,261,1.5095785440613028,0.046893797029254385,551,"#StatueofLiberty message outdated, so sad."
115,30,71,157,258,1.5077519379844961,0.04332925463659974,551,"We said we'd get there come hell or high water, not both."
115,32,67,159,258,1.5077519379844961,0.044019889516006314,551,"I vote we take our tired, huddled asses and head for Canada."
115,33,65,160,258,1.5077519379844961,0.0443611750951263,551,He’s just not happy unless he’s making waves.
118,28,72,154,254,1.5039370078740157,0.043122077877232746,551,I say we paddle to Canada until this whole thing combs over.
118,36,56,162,254,1.5039370078740157,0.045918344216290576,551,"On second thought, let's row back to Cuba."
120,34,61,161,256,1.50390625,0.0449666430272589,551,"ACTUALLY, WE'RE LEAVING!!!"
121,38,42,155,235,1.5021276595744681,0.049501779661692155,551,Oh no! We're being swept under the rug.
122,31,62,155,248,1.5,0.04499212706658476,551,No doubt this is due to political climate change.
122,31,64,157,252,1.5,0.04445471961157789,551,"Well, the forecasters were wrong."
124,35,56,162,253,1.4980237154150198,0.04571634143055987,551,"And when you’re a tsunami, they let you do it. You can do anything."
125,30,64,155,249,1.497991967871486,0.044493558034474696,551,Not tired. Not sick. Not poor. I swear!
126,29,67,156,252,1.496031746031746,0.04373694378292578,551,"Look, I'm a tremendous wave. Tremendous. And a lot of people are talking about me. A lot of people."
127,32,60,158,250,1.496,0.04507842340885617,551,I have the best surf. My surf is tremendous.
128,23,75,148,246,1.491869918699187,0.04222997154535382,551,Brace yourselves--looks like a populist wave.
128,38,45,163,246,1.491869918699187,0.047761182736224254,551,What's the worst that could happen?
128,33,55,158,246,1.491869918699187,0.04599141821922653,551,"Watch out for the little hands, they can grab your whatever."
128,32,57,157,246,1.491869918699187,0.045629229058864906,551,"So, literally caught between the devil and the deep blue sea"
132,36,48,160,244,1.4918032786885247,0.04735883424408014,551,Don't worry. There's no way he can win.
133,30,59,154,243,1.4897119341563787,0.045309210197389246,551,"Somehow, winning the popular boat isn't making me feel any safer."
134,30,57,154,241,1.4854771784232366,0.045586535989949446,551,"Don't worry, it's unpresidented."
134,37,43,161,241,1.4854771784232366,0.04816823943058691,551,We're with her.
136,34,48,157,239,1.4853556485355648,0.0473811813963402,551,"Of course, it's him. Look at the size of his hands."
136,36,44,159,239,1.4853556485355648,0.048117536989629436,551,It's The Donald...Duck!
136,38,40,161,239,1.4853556485355648,0.0488427925223755,551,It's going to grab us by the dingy!
136,35,46,158,239,1.4853556485355648,0.047750778613867916,551,"We expected amber waves of grain, not orange waves of pain."
136,28,60,151,239,1.4853556485355648,0.04510003663198629,551,Es El Gropo!
141,28,59,150,237,1.4852320675105486,0.04538296682645629,551,Huh. There actually is an anti-immigrant wave.
142,25,66,149,240,1.4833333333333334,0.043778424385249905,551,So that's what a wave of populism looks like.
142,32,52,156,240,1.4833333333333334,0.04648250171905871,551,I liked it better when he just tweeted.
144,33,48,156,237,1.481012658227848,0.04730537708671539,551,"Unless you're Mexican, Moslem, African-American, democratic, liberal or female there's nothing to be afraid of."
145,26,60,147,233,1.48068669527897,0.045143590922800146,551,"Quick, look less huddled!"
146,29,54,151,234,1.4786324786324787,0.0462038159105356,551,"Actually, we were just leaving."
146,24,64,146,234,1.4786324786324787,0.04417443156527405,551,"Relax, people. It's only a metaphor."
148,31,49,152,232,1.478448275862069,0.04729830280294505,551,"Don’t be alarmed, folks. It’s just a Trump l’oeil”"
148,27,57,148,232,1.478448275862069,0.0456930348816327,551,"ACTUALLY, WE'RE LEAVING!!!"
150,38,36,161,235,1.476595744680851,0.049478325400226564,551,Here comes the extreme wetting!
150,32,48,155,235,1.476595744680851,0.04722163899732267,551,Mayday! Mayday! Small hands on deck.
152,31,49,153,233,1.4763948497854078,0.04713961368966899,551,And he’s going to make El Niño pay for it.
152,30,51,152,233,1.4763948497854078,0.046745529313114834,551,"They're tired. They're poor. They're huddled masses yearning to breathe free. They're rapists. And some, I assume, are good people."
154,28,54,150,232,1.4741379310344827,0.046089995897056604,551,Thar he blows!
155,32,45,154,231,1.4718614718614718,0.04783415644706262,551,"Everyone, quick, stop huddling and look white!"
156,23,62,144,229,1.4716157205240175,0.04442950730049914,551,It's got small hands but a lot of wind!
156,32,44,153,229,1.4716157205240175,0.048153187357448037,551,"The American Dream may be dead, but the American Nightmare is alive and well."
156,27,54,148,229,1.4716157205240175,0.046121606656932865,551,Pretend we're a basket of deplorables.
156,25,58,146,229,1.4716157205240175,0.04528346121699367,551,Relax. The polls show we'll be just fine.
156,31,46,152,229,1.4716157205240175,0.04775378605166884,551,"Ladies! Watch the hands, not the wave!"
156,27,54,148,229,1.4716157205240175,0.046121606656932865,551,Oh God - it's the wave of the future!
162,27,48,144,219,1.4657534246575343,0.04767062616351294,551,Just wait. He's going to make tsunamis great again.
163,34,38,156,228,1.4649122807017543,0.049089259077542545,551,Hold on to your pussies.
164,24,56,144,224,1.4642857142857142,0.04556620394623741,551,We should have taken our chances with the wall.
164,27,50,147,224,1.4642857142857142,0.046865704441183556,551,"Here we go, get ready to hold your breathe for four years."
164,28,48,148,224,1.4642857142857142,0.04729093665458314,551,It’s either a sea change or a wave of regret.
164,25,54,145,224,1.4642857142857142,0.04600344964205973,551,"Don't worry, they say he's more foam than substance."
164,27,50,147,224,1.4642857142857142,0.046865704441183556,551,Tired? Poor? Yearning to breathe free? Not sending their best. Sad.
169,32,40,153,225,1.4622222222222223,0.048780543726040126,551,"He wasn't kidding about ""extreme wetting"" of immigrants."
170,30,43,150,223,1.4618834080717489,0.04828618800629983,551,I told you this river was polluted.
170,27,49,147,223,1.4618834080717489,0.04701445013573234,551,"But, we're trying to emigrate, not immigrate!"
172,23,55,141,219,1.461187214611872,0.045862740458278865,551,Don't worry! Everything is going to be Alt-Right.
173,25,53,146,224,1.4598214285714286,0.04598693361470853,551,It's not a wave. It's just a comb-over.
174,23,56,143,222,1.4594594594594594,0.045402357653011614,551,"All together now, We shall overcomb-o-o-omb."
174,26,50,146,222,1.4594594594594594,0.046729737003253946,551,Comb-overboard! Comb-overboard!
174,27,48,147,222,1.4594594594594594,0.04716389580007552,551,"Start spreading the news, we're leaving today."
177,25,51,144,220,1.459090909090909,0.046601348950321,551,I am afraid that this is the wave of the future.
178,27,47,147,221,1.4570135746606334,0.0473140407105572,551,The Alt-White Caps!
179,20,60,139,219,1.45662100456621,0.044452152638850946,551,"Nothing to worry about, folks. Just a media storm."
179,25,50,144,219,1.45662100456621,0.046748829403892266,551,"Egads, it's all foam and no substance."
179,27,46,146,219,1.45662100456621,0.047636506181675725,551,We remind our female passengers to keep their privates inside the vessel at all times
179,19,62,138,219,1.45662100456621,0.04397842697216898,551,It's called a 'So Sue Me Nami.
179,18,64,137,219,1.45662100456621,0.043499542568458074,551,Just compliment him and he'll go away.
184,24,51,142,217,1.456221198156682,0.046611156131178985,551,But we’re trying to leave!
185,24,53,145,222,1.454954954954955,0.045830059892417355,551,But we already gave him our tired and poor....they elected him!
186,26,48,146,220,1.4545454545454546,0.04702556968216572,551,Oh great... a perfect Twitter storm!
187,23,53,142,218,1.4541284403669725,0.04598662269565806,551,"Little hands, big mouth … yep we're here."
187,30,39,149,218,1.4541284403669725,0.049099032709131296,551,"Well, who saw this coming?"
187,22,55,141,218,1.4541284403669725,0.04552462555372823,551,Now that's climate change.
187,30,39,149,218,1.4541284403669725,0.049099032709131296,551,What would Sully do?
191,20,58,138,216,1.4537037037037037,0.04487926118315885,551,Which way to Canada?
192,23,52,142,217,1.4516129032258065,0.04612986176756479,551,Don't worry; it's only a foam-over.
193,26,45,144,215,1.4511627906976745,0.04782539270514275,551,"Relax! We're not coming in, we're running away!"
193,23,51,141,215,1.4511627906976745,0.04644202573119603,551,That couldn't possibly be a permanent wave.
193,26,45,144,215,1.4511627906976745,0.04782539270514275,551,Well it's no more unbelievable than him winning the election!
193,24,49,142,215,1.4511627906976745,0.046907681302160845,551,That's pretty good! Do Bill Clinton again.
193,24,49,142,215,1.4511627906976745,0.046907681302160845,551,"Oh no, it’s YUGE."
198,25,46,143,214,1.4485981308411215,0.04752082358777428,551,He's going to make drowning great again.
198,30,36,148,214,1.4485981308411215,0.04977563178258292,551,I told you the climate has changed!
198,26,44,144,214,1.4485981308411215,0.04798026306138126,551,We're fucked.
198,24,48,142,214,1.4485981308411215,0.04705689859607602,551,I don't think he gets we're trying to LEAVE America.
202,30,35,148,213,1.4460093896713615,0.04994219086601252,551,"Honest Mr. Trump, we're not coming in, we're trying to leave!"
202,28,39,146,213,1.4460093896713615,0.04904733043907724,551,"OK, who said small hands on deck?"
204,27,40,144,211,1.4454976303317535,0.04893891539054723,551,"Hold on! We're leaving, not arriving."
205,28,37,145,210,1.4428571428571428,0.04956274649295059,551,Don't worry it's Trump l'oeil.
205,24,45,141,210,1.4428571428571428,0.04768848889868595,551,We just need to make it over the toupée.
205,26,41,143,210,1.4428571428571428,0.04863464718369292,551,Trumpnami! Steer alt right and try to look white and male.
205,21,51,138,210,1.4428571428571428,0.046232959818475805,551,"You had to go and name the boat ""Democracy."""
209,20,52,137,209,1.4401913875598087,0.045878732801737536,551,I'm just glad Trump is finally reaching out to undecided boaters
209,25,42,142,209,1.4401913875598087,0.048320712414690194,551,Amnesty? We're from Jersey!
211,24,43,140,207,1.4396135265700483,0.04818237661732481,551,I didn't realize we'd all wind up in the same boat.
211,22,47,138,207,1.4396135265700483,0.04719891085526159,551,Thar he blowshard!
211,15,61,131,207,1.4396135265700483,0.043582363163613955,551,It ought to blow over in four years.
211,19,53,135,207,1.4396135265700483,0.04568403265985537,551,Did the forecast call for blowhard conditions?
211,27,37,143,207,1.4396135265700483,0.04962104152826628,551,Maybe it won't be that bad.
216,27,36,143,206,1.4368932038834952,0.04978752192648798,551,"Après Obama, le déluge."
216,17,56,133,206,1.4368932038834952,0.04477946371497902,551,"Be calm people, it's only a metaphor."
216,21,48,137,206,1.4368932038834952,0.04684697597703487,551,"Have no fear, we shall overcomb."
216,23,44,139,206,1.4368932038834952,0.04784724184306512,551,Let's wait to see what actually happens.
216,25,40,141,206,1.4368932038834952,0.04882702065234619,551,Take a deep breath and hold it for four years.
216,17,56,133,206,1.4368932038834952,0.04477946371497902,551,"Don't worry, that's just a tycoon, not a typhoon."
216,20,50,136,206,1.4368932038834952,0.04633874686798233,551,I think we're in the hair of the storm!
216,22,46,138,206,1.4368932038834952,0.04734975031709061,551,Uh oh. The forecasters didn't see this one coming.
216,19,52,135,206,1.4368932038834952,0.045824881498995745,551,I told you we should have steered left.
225,26,37,141,204,1.4362745098039216,0.049670888416423205,551,And this concludes our tour of the signs of the Apocalypse.
226,21,49,139,209,1.4354066985645932,0.04634655426619765,551,"If that's the wave of the future, I'm going overboard."
227,23,43,139,205,1.4341463414634146,0.04800191681016427,551,"Excuse me, do you know the way to America? I think we've gone too far right."
228,25,39,142,206,1.4320388349514563,0.04879522800774415,551,This thing'll be catastrophic by the time it reaches Washington.
228,27,35,144,206,1.4320388349514563,0.049756343013967766,551,"We're gonna need a whiter boat"""
230,34,20,150,204,1.4313725490196079,0.053388787143339236,551,Fuck.
230,23,42,139,204,1.4313725490196079,0.0481571968773676,551,"Careful, your next wife is on board!"
230,19,50,135,204,1.4313725490196079,0.04610786148284754,551,Oh! It's a metaphor!
230,18,52,134,204,1.4313725490196079,0.045581133272226064,551,Let's just hope it's not a permanent wave.
234,26,35,141,202,1.4306930693069306,0.05000608380560262,551,Anyone else feeling boater's remorse?
234,23,41,138,202,1.4306930693069306,0.04850600422572384,551,I still don't trust Hillary.
234,20,47,135,202,1.4306930693069306,0.046958028858960055,551,I thought we had until Inauguration Day!
234,19,49,134,202,1.4306930693069306,0.04643056985553722,551,"Give me your greedy, your rich, Your ambitious masses yearning to cash in."
234,17,53,132,202,1.4306930693069306,0.0453572541352749,551,I told it that we're just a group of models from Slovenia! We should be fine.
239,15,57,131,203,1.4285714285714286,0.044090434202829785,551,Look out! It's a wave of anti-immigrant resentment!
239,19,49,135,203,1.4285714285714286,0.0462499706936099,551,It looks like a tweet storm is brewing.
239,25,37,141,203,1.4285714285714286,0.04931226916912609,551,Is this what they mean by extreme wetting?
239,21,45,137,203,1.4285714285714286,0.0472927741800228,551,Apparently riding a wave of anti-immigrant sentiment is not just a metaphor.
243,22,42,137,201,1.427860696517413,0.04815087712232577,551,"As it turned out, rising sea levels was not the greatest oceanic threat"
243,23,40,138,201,1.427860696517413,0.048664753276169086,551,He's saying we should comb over to the dark side.
243,24,38,139,201,1.427860696517413,0.04917325955447233,551,I'm afraid this is a permanent wave!
246,18,49,133,200,1.425,0.04617940762333587,551,All hands on groins ladies!
246,22,41,137,200,1.425,0.04830675639667643,551,"So this is how we'll get a big, beautiful, forty-foot sea wall. And New Jersey is going to pay for it."
246,19,47,134,200,1.425,0.046720326890162256,551,"Oh, I thought he said he was a *tycoon*."
246,25,35,140,200,1.425,0.049842717446103,551,Don't worry. It's only a trump l'oeil.
246,20,45,135,200,1.425,0.04725505476671279,551,You know that sinking feeling I've been talking about?
251,19,46,133,198,1.4242424242424243,0.04705434710949832,551,So much for draining the swamp.
251,18,48,132,198,1.4242424242424243,0.0465063159038841,551,Remember-- just hold your breath for 4 years and we should be ok
251,14,56,128,198,1.4242424242424243,0.044246364451271065,551,I'm pretty sure it is not a permanent wave.
254,17,50,132,199,1.4221105527638191,0.045769928891549586,551,"Idiot! We are trying to leave, not enter!"
255,23,37,137,197,1.4213197969543148,0.049348405455689866,551,Even the New Yorker Cartoon Caption Contest can't make this funny.
255,21,41,135,197,1.4213197969543148,0.0482873729212081,551,"""We're trying to EMIGRATE!! EMIGRATE!!.... WITH AN E!"
255,24,35,138,197,1.4213197969543148,0.049870457083456055,551,Hold on! We're about to shoot the comb over!
255,22,39,136,197,1.4213197969543148,0.048820771730130316,551,"Show of hands, who wants to go back to Aleppo?"
255,15,53,129,197,1.4213197969543148,0.04495426755570375,551,It's ok. Just tell him we're beauty pageant contestants.
260,15,53,130,198,1.4191919191919191,0.04477723800783707,551,"Excuse me, could you point us in the direction of Canada?"
261,16,48,127,191,1.418848167539267,0.04650713850718153,551,"I hear once we get past the groping, tiny, tidal hands, there is just a lot of hot air."
262,20,42,134,196,1.4183673469387754,0.04790041713898164,551,We're having a Hate Wave...a Trumpical Hate Wave!
262,24,34,138,196,1.4183673469387754,0.05003763041069418,551,"Give me your tired, your poor — I'll deport them."
264,18,45,131,194,1.4175257731958764,0.04713364376121389,551,Somehow it's not looking like a wave of optimism.
264,15,51,128,194,1.4175257731958764,0.045401900006508594,551,"We used to call these waves, but now we call them gropes."
264,19,43,132,194,1.4175257731958764,0.04769692153810021,551,"Brace yourself, it's another twitter storm"
264,16,49,129,194,1.4175257731958764,0.04598639444665863,551,Uh oh. I thought 'impending wave of disaster' was just a metaphor.
264,22,37,135,194,1.4175257731958764,0.04934819322143112,551,I think that statue is giving him the finger
264,14,53,127,194,1.4175257731958764,0.04480978212620916,551,"I hope he realizes we're the Goldman Sachs rowing team and not the tired, poor, huddled masses."
264,20,41,133,194,1.4175257731958764,0.048253624467125354,551,"We're gonna need a whiter boat"""
264,19,43,132,194,1.4175257731958764,0.04769692153810021,551,Farmer's Almanac predicts four years of storm metaphors.
264,23,35,136,194,1.4175257731958764,0.04988647235696639,551,'Not my Tsunami'
264,15,51,128,194,1.4175257731958764,0.045401900006508594,551,"Whatever you do, don't make fun of his fingers."
264,17,47,130,194,1.4175257731958764,0.04656355252991707,551,We'll be fine we're a boatload of deplorables.
275,15,50,127,192,1.4166666666666667,0.04572313422009332,551,"If we all pull hard to the left, we will get through this. Ready?!"
276,16,50,131,197,1.416243654822335,0.04548050843245536,551,"Not to worry: In a moment, he'll change his mind."
277,21,38,134,193,1.4145077720207253,0.048963616342585,551,Attention! Attention! Small hands on deck!
277,21,38,134,193,1.4145077720207253,0.048963616342585,551,"It's not a tsunami, it's a wave of discontent."
277,20,40,133,193,1.4145077720207253,0.048409331323571544,551,But she invited us.
277,27,26,140,193,1.4145077720207253,0.05216579264455826,551,"New management, folks. Accepting only your rested and rich."
277,19,42,132,193,1.4145077720207253,0.04784862582192714,551,Maybe it won't be that bad.
277,18,44,131,193,1.4145077720207253,0.04728127141795429,551,"No, No, No! We're from Staten Island."
277,19,42,132,193,1.4145077720207253,0.04784862582192714,551,"Look, the land of the tweet and home of the depraved."
277,25,30,138,193,1.4145077720207253,0.05112069238515833,551,It's a good thing Trump doesn't have the reading level necessary for The New Yorker.
277,16,48,129,193,1.4145077720207253,0.046125631644468534,551,We call this one the groper
277,14,52,127,193,1.4145077720207253,0.04494028440390797,551,"I knew about the wall, but no one told me about the permanent wave."
277,23,34,136,193,1.4145077720207253,0.05005377565819507,551,Calm down. We're leaving.
288,20,41,135,196,1.413265306122449,0.04785441198377604,551,He's making our oceans great again.
288,21,39,136,196,1.413265306122449,0.048398071966455056,551,"We're tired, we're poor, and you're creepy!"
290,18,43,131,192,1.4114583333333333,0.047429218316062484,551,And this here folks is the Populist Wave of 2016.
