target_id,rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
3285,24,913,1430,1936,4279,1.7609254498714653,0.011927915094975448,632,That's the brilliance of it. They all come in on a single visa.
3634,25,787,1466,1791,4044,1.751730959446093,0.01193446238454885,632,"Number 6 will talk, she’s too afraid of going back inside."
4144,26,876,1593,2021,4490,1.744988864142539,0.011368598048209094,632,"On the upside, we were able to get all of them in one patrol car."
2267,27,612,717,1323,2652,1.7319004524886878,0.015751759694935273,632,"I said, 'Arrest the Russian hackers', not 'Unnest the Russian stackers'."
4045,28,736,1530,1917,4183,1.7176667463542912,0.011515088321717097,632,We think they had a woman on the inside.
3974,29,693,1527,1845,4065,1.7166051660516606,0.011570155867561275,632,"I'm sure the smallest one did it, but the others are all
covering for her."
2038,30,167,296,418,881,1.7150964812712826,0.025735723010236713,632,"If they do not fit, we must acquit."
81,31,689,932,1610,3231,1.7149489322191271,0.013969120104231968,632,Don’t worry. It’s an open-and-shut case.
1810,32,325,466,790,1581,1.7058823529411764,0.01978915205264087,632,We're going to keep trying until we get a boy.
3828,33,460,713,1213,2386,1.6844090528080469,0.015881847108918948,632,Now you know what’s taking Mueller so long.
1502,34,89,244,293,626,1.6741214057507987,0.02839793750208457,632,It’s a good thing we have someone on the inside.
830,35,385,727,1167,2279,1.6568670469504168,0.015724530185985852,632,"Nope, no relation. Why do you ask"
3414,36,409,813,1264,2486,1.6560740144810941,0.014940304296337675,632,The little one won't crack. Seems she was in the deepest.
501,37,621,983,1793,3397,1.6549896967912865,0.013198615438999505,632,She is full of herself.
2139,38,419,944,1381,2744,1.6494169096209912,0.013940503925586286,632,"The little one has a solid alibi, but the rest are pretty hollow."
616,39,509,1154,1711,3374,1.6437462951985773,0.012547638608546782,632,We suspect they were all covering up for the little one.
2286,40,100,285,373,758,1.6398416886543536,0.025553232567739458,632,They’ve all cracked but the little one on the end.
2494,41,72,206,275,553,1.6329113924050633,0.029876933318895398,632,"Keep in mind: If you choose number one, then they are all guilty by association."
1205,42,91,168,303,562,1.6227758007117439,0.031559849465268436,632,I booked the big one for possession of minors.
1631,43,385,816,1346,2547,1.6226933647428348,0.014526606801815719,632,Don't you think their alibis all fit together just a bit too damn neatly?
1487,44,356,801,1283,2440,1.6200819672131148,0.01470474203202052,632,They all fit in the description.
303,45,197,619,830,1646,1.6154313487241798,0.017011417031241816,632,"Well, they CLAIM they were all together on the night in question."
2574,46,152,413,605,1170,1.6128205128205129,0.020621245112041487,632,I swear there was only one when I brought her in.
4567,47,215,520,822,1557,1.6101477199743095,0.018175798297330018,632,Their story stacks up perfectly.
580,48,156,533,701,1390,1.6079136690647482,0.01825377209227144,632,She finally opened up.
374,49,262,551,975,1788,1.6012304250559284,0.017267396975846797,632,There's a good chance the Russians are involved.
4279,50,268,556,1013,1837,1.5944474686989658,0.017036097646513804,632,"I don't know, but I think it was an inside, inside, inside, inside, inside job."
2116,51,279,557,1049,1885,1.5915119363395225,0.01689305039439818,632,The short one appears to be the brains. The rest all seem hollow.
3599,52,236,476,891,1603,1.5913911416094821,0.01829320718438896,632,You wouldn't believe what happened during the cavity search.
2892,53,261,518,991,1770,1.5875706214689265,0.017427012301846293,632,He’ll still deny they are Russian insiders.
3708,54,50,128,213,391,1.5831202046035806,0.035764382342398864,632,"Personally, I still think they're hiding something."
3707,55,211,517,889,1617,1.5807050092764379,0.01766828246311947,632,They're all part of something bigger.
3375,56,76,152,300,528,1.5757575757575757,0.031776603329398405,632,Just wait until their lawyers wobble in.
2341,57,185,449,803,1437,1.569937369519833,0.01870809388042824,632,The big one covers for the others.
3846,58,165,387,707,1259,1.5694996028594121,0.02008096871553513,632,"The little one's our only solid suspect, but I don't think we'll be getting anything out of her."
4831,59,153,435,724,1312,1.5647865853658536,0.019115339140209815,632,They all seem to have something to hide.
3367,60,51,104,210,365,1.5643835616438355,0.03798882180096871,632,Good news: the witness positively identified her.  Bad news: the witness wasn't sure about her height.
1965,61,91,279,451,821,1.561510353227771,0.02388737173837216,632,She just kept repeating herself
4470,62,204,283,750,1237,1.5586095392077608,0.02159488650727632,632,"No, it’s NOT perspective... It’s OCD !!"
1410,63,128,380,640,1148,1.5540069686411149,0.020244360791808427,632,They all match the witness's description.
2514,64,128,375,636,1139,1.5539947322212466,0.02036234008413472,632,The SAME alibi?  ALL of them?!
4526,65,152,324,658,1134,1.5537918871252205,0.02132388063924385,632,It looks like an open and shut and open and shut and open and shut and open and shut and open and shut case.
758,66,134,302,601,1037,1.5496624879459981,0.02209953437377594,632,I've heard they've got people on the inside.
177,67,178,218,653,1049,1.5471877979027646,0.023669643914203186,632,WHAT has gotten into you lately?
3055,68,128,316,603,1047,1.5463228271251195,0.021695844517591538,632,Pretty sure it was an inside job.
2225,69,138,228,558,924,1.5454545454545454,0.024335929570035414,632,Wait till you see their lawyers.
4081,70,118,306,572,996,1.5441767068273093,0.022077893391844725,632,The little one might still be hiding something...
85,71,119,304,574,997,1.543630892678034,0.02210808820104249,632,The pieces of this case are fitting together nicely.
1706,72,126,291,582,999,1.5435435435435436,0.022391045753331378,632,Turns out it was an inside job.
451,73,125,291,581,997,1.5426278836509528,0.02238166383022021,632,Looks like an inside inside inside inside inside job.
2704,74,50,134,248,432,1.5416666666666667,0.033363127957729465,632,"If this lineup doesn't work, we can bring in the sketch artist."
2187,75,159,216,611,986,1.54158215010142,0.02407235577299429,632,Wooden dolls fool the TSA  ??
278,76,91,276,486,853,1.536928487690504,0.023286359885981933,632,We finally got the big one to open up.
825,77,96,288,512,896,1.5357142857142858,0.022744885951851194,632,"I keep telling you, it was an inside job."
2338,78,101,260,506,867,1.532871972318339,0.023589707555407336,632,I can’t get the last one to crack.
1727,79,41,81,184,306,1.5326797385620916,0.041167625785026106,632,I should probably recuse myself.
2711,80,101,256,505,862,1.531322505800464,0.02369369106328227,632,I guess at this point we hope he remembers how tall she was.
2363,81,99,247,493,839,1.5303933253873658,0.02405918215675345,632,Odds are good it was an inside job.
354,82,102,234,490,826,1.5302663438256658,0.02452104387636254,632,I can't get anything more out of them.
4467,83,93,266,495,854,1.5292740046838407,0.023396817137506947,632,I can’t help thinking they all fit together somehow.
2645,84,101,232,488,821,1.5286236297198539,0.024574974895968733,632,Think we'd better hand this one over to internal affairs.
3641,85,107,211,489,807,1.526641883519207,0.02526460189691239,632,It appears that we have uncovered a nest of Russian spies.
3336,86,89,225,452,766,1.5261096605744124,0.025093140607315587,632,"It's a real open-shut, open-shut, open-shut, open-shut, open-shut case."
1842,87,85,249,464,798,1.5250626566416041,0.024086951561016586,632,I think the smallest one is still hiding something.
4799,88,85,245,464,794,1.522670025188917,0.024178608812271785,632,"I know one of them is guilty, but how do the others fit into this?"
1596,89,76,222,418,716,1.5223463687150838,0.02541380998394503,632,"Trust me, they were all in on it."
2368,90,135,140,510,785,1.5222929936305734,0.027512800059582992,632,... and you are hoping the Blue Fairy can make them alive ??
4327,91,83,197,424,704,1.515625,0.02628088006651124,632,What makes you think Russia is behind this?
4124,92,79,167,386,632,1.514240506329114,0.02814376742682864,632,"I've heard six different stories, each shorter than the last."
1971,93,90,182,434,706,1.5127478753541077,0.026758573856455067,632,It's an inside-inside-inside-inside-inside job.
230,94,60,154,323,537,1.51024208566108,0.029717538003430778,632,What makes you think I'm the father?
4108,95,63,186,363,612,1.5098039215686274,0.027312408409567605,632,They were arrested for unlawful assembly.
4810,96,85,167,410,662,1.5090634441087614,0.027687346631327738,632,It’s believed that the victim was shot six times- each time with a smaller gun.
4309,97,88,161,415,664,1.5075301204819278,0.027870729880764705,632,I think we might be looking at an inside inside inside inside inside job.
726,98,80,153,385,618,1.506472491909385,0.028718095064878678,632,"Third from the left, I'm positive. I'll never forget that face as long as I live."
2048,99,79,171,400,650,1.5061538461538462,0.027562481289140753,632,I think the one on the left is covering for the others.
108,100,70,138,343,551,1.5045372050816697,0.030273387603442597,632,"You wouldn't think it, but they're arms smugglers."
543,101,51,198,347,596,1.5033557046979866,0.026604153300676087,632,"The more I look into it, the more suspects I find."
4080,102,55,196,357,608,1.5032894736842106,0.02664397746979553,632,"If you ask me, I think the little one is hiding something."
4330,103,49,126,271,446,1.5022421524663676,0.032489442172972234,632,"Fortunately, they were all unarmed."
2736,104,50,176,325,551,1.5009074410163339,0.02800932895946016,632,They're covering for each other.
1111,105,56,198,365,619,1.5008077544426495,0.02640659004631542,632,I think they were all in on it.
3263,106,68,152,356,576,1.5,0.02907594586628823,632,I suppose you're from Internal Affairs??
1627,107,52,169,330,551,1.4954627949183303,0.028243330513350838,632,They just lined up as if they’ve done this before...
3675,108,53,166,330,549,1.4954462659380692,0.028434121187159194,632,We think it was the little one. The others were just covering for her.
282,109,70,136,355,561,1.4919786096256684,0.02986547291300873,632,"I know this is going to sound racist, but they all look alike to me."
3542,110,66,141,349,556,1.4910071942446044,0.02963225663242499,632,They said we were looking for embedded Russians.
4227,111,49,174,331,554,1.4909747292418774,0.0277815637199392,632,Their alibis all stack up...
92,112,55,156,332,543,1.4898710865561695,0.02889335506253092,632,"I call every one ""Doll.""  I mean no disrespect."
4400,113,53,157,329,539,1.4879406307977736,0.02880891584128443,632,We're letting the big one go.  We think it was an inside job.
963,114,65,128,338,531,1.4858757062146892,0.030549112842746202,632,The president denies knowing any of these dolls.
4711,115,61,135,333,529,1.4858223062381852,0.03016441095885245,632,"Don't worry, she's not gonna walk."
3021,116,41,174,312,527,1.4857685009487667,0.02776172336186526,632,During interrogation she really opened up.
940,117,53,148,323,524,1.484732824427481,0.029399893006072,632,There's a lot to unpack here.
2597,118,40,154,290,484,1.4834710743801653,0.02931290640692458,632,All I know so far is all but the little one were hiding something.
3723,119,56,136,321,513,1.4834307992202729,0.030235050810604645,632,All of these suspects fit the profile.
3529,119,46,156,311,513,1.4834307992202729,0.02894845545704131,632,I really underestimated how much she had going on inside.
1841,121,31,127,234,392,1.4821428571428572,0.03229675332891058,632,Weird.  There was just one up there a minute ago.
4822,122,36,96,217,349,1.481375358166189,0.03619697261603362,632,"I know the type-- you've seen one, you've seen 'em all."
4103,123,57,130,320,507,1.4812623274161736,0.030622686913762118,632,They told us to find embedded Russians.
58,124,55,133,317,505,1.4811881188118812,0.030455141853001962,632,Looks like it was an inside job.
4594,125,56,129,317,502,1.4800796812749004,0.03071700558943286,632,"This case is a riddle, wrapped in a mystery, inside an enigma, nested into about three more similar-type things."
4496,126,54,123,307,484,1.4772727272727273,0.03128126483857277,632,Did you ever stop to think that maybe we all look alike to them?
3189,127,48,129,296,473,1.4756871035940804,0.03095817004016087,632,Their stories? Every one rings hollow--only the youngest is solid.
4891,128,47,119,282,448,1.4754464285714286,0.03205206023530794,632,"#1? Why, because she has the most to hide?"
359,129,52,119,299,470,1.474468085106383,0.03167750330271787,632,They've all got airtight alibis: each one can account for the whereabouts of all the others!
2888,130,42,138,289,469,1.4733475479744136,0.03025511627330925,632,"They say they were all together on the day of the crime."""
1338,131,24,109,199,332,1.4728915662650603,0.03449433799475248,632,We've run into a problem....no one can identify any distinquishing feature.
2041,132,46,125,289,460,1.4717391304347827,0.031283416059846456,632,"All I said to Suspect #1 was ""What are you hiding?"""
2332,133,35,144,276,455,1.4703296703296704,0.02979244742803115,632,Maybe they're all in it together.
2191,134,47,114,283,444,1.4684684684684686,0.03224894259491021,632,"Oh come on, I have limbs!"
1526,135,59,80,284,423,1.4680851063829787,0.03537012322789786,632,This is what you get with no swimsuit competition.
203,136,37,124,266,427,1.4637002341920375,0.03147338225306385,632,"I cannot forecast to you the action of Russia. It is a riddle, wrapped in a mystery, inside an enigma."
3227,137,36,125,264,425,1.463529411764706,0.0314013001811266,632,The suspect brought her own lineup and I just went with it.
3478,138,37,122,264,423,1.4633569739952719,0.03168260047664906,632,"I don't know how, Chief, but somehow it all fits together."
3746,139,45,96,261,402,1.462686567164179,0.0343260116264166,632,It fits.
399,140,38,113,260,411,1.4598540145985401,0.03250902845347001,632,We've finally cracked open a Russian crime family.
156,141,39,105,254,398,1.4597989949748744,0.033456004370583124,632,Saying she’s stacked IS NOT a double entendre!
4510,142,65,58,286,409,1.4596577017114913,0.03725313875862648,632,Two more woodenhead and I 'll have enough for a baseball bat.
655,143,41,108,265,414,1.458937198067633,0.032875930800868564,632,I feel like a fat man with five other fat men struggling to get out.
1641,144,39,107,258,404,1.4579207920792079,0.03309129589482165,632,"Collins, you're an idiot if you can't see they're all in on it."
3766,144,31,123,250,404,1.4579207920792079,0.03157152212703557,632,I’m still putting the pieces together but it appears to be an inside job.
4776,146,36,102,243,381,1.4566929133858268,0.0339155636607392,632,"The rightmost one is the main suspect, but the district attorney wants to charge the rest of them with harboring a fugitive."
2355,147,37,108,254,399,1.456140350877193,0.03300449148384613,632,"Even worse, Sarge - no fingerprints."
2458,148,45,90,260,395,1.4556962025316456,0.03475385801158785,632,I think the big one is covering for the others.
1424,149,36,107,251,394,1.4543147208121827,0.03310304568511083,632,"We tried, but the last one jsut won't crack!"
3044,149,43,93,258,394,1.4543147208121827,0.03444163728663117,632,I can’t help feeling that they’re hiding something.
4716,149,31,117,246,394,1.4543147208121827,0.0321127649489089,632,No telling how deep this thing goes...
320,152,41,95,254,390,1.4538461538461538,0.03431766888635301,632,Somehow I think the Russians are behind this.
3222,153,39,97,250,386,1.4533678756476685,0.03418429744470832,632,"This is why we do cavity searches, Nancy"
2110,154,35,103,245,383,1.4516971279373367,0.03356771918271008,632,Let's start by charging Number 1 with harboring a fugitive.
1107,155,34,100,241,375,1.448,0.03385362220184693,632,"I know it doesn't make sense Chief, but I think they were ALL driving the getaway car."
3887,156,39,84,239,362,1.4475138121546962,0.035801654790255134,632,"Yeah, we just kept telling ourselves “the next one has to be a boy!”"
4859,157,32,100,235,367,1.446866485013624,0.03393837836634121,632,"The first five opened right up, but 
 the smallest one wouldn't crack."
2123,157,41,82,244,367,1.446866485013624,0.035858330539831854,632,"I'm telling you, we're not gonna get anything else out of her."
4156,159,34,94,235,363,1.4462809917355373,0.03464269440745233,632,What? They all matched the description.
2777,159,43,76,244,363,1.4462809917355373,0.036566327712546476,632,We keep trying till we have a son!
1710,159,29,104,230,363,1.4462809917355373,0.03352635157505392,632,"Call it a hunch, but I think it was an inside job."
820,162,35,94,239,368,1.4456521739130435,0.03451744830285861,632,I think the big ones are covering for the little ones.
1216,163,36,87,235,358,1.4441340782122905,0.0354244498174626,632,Witnesses only remember the tall one.
1515,164,32,95,232,359,1.4428969359331476,0.03445555069469614,632,"Well detective, I think this case is open and shut and open and shut and open and shut, and open and shut..."
3391,164,34,91,234,359,1.4428969359331476,0.03490426979439089,632,You’re the one who said the suspect was unarmed.
3655,164,30,99,230,359,1.4428969359331476,0.03400091024472616,632,We think one of these suspects was working from the inside.
3960,164,38,83,238,359,1.4428969359331476,0.03578483201426733,632,I thought it was bring your kids to work day.
3761,168,31,92,226,349,1.4412607449856734,0.03491369201329749,632,"No, sorry. The one I saw was a little taller."
3121,169,35,83,229,347,1.440922190201729,0.03599289103772319,632,"I don't know, Chief, this whole case fits together just a little too neatly."
186,169,35,83,229,347,1.440922190201729,0.03599289103772319,632,What makes you think there is collusion?
3968,171,29,91,218,338,1.4408284023668638,0.035222748380425,632,I guess fingerprints are out of the question.
2464,172,35,82,228,345,1.4405797101449276,0.036142795764749235,632,We've identified the big babushka on the left as the leader of an elaborate shell game.
273,173,32,87,224,343,1.4402332361516035,0.03558273676404835,632,I didn't think she had it in her.
1859,174,33,88,229,350,1.44,0.03530349092584714,632,"We've got our girl. Third from the right, Rosy Cheekless."
4105,175,30,89,221,340,1.438235294117647,0.035309658791332944,632,"It is a riddle, wrapped in a mystery, inside an enigma."
4441,175,35,79,226,340,1.438235294117647,0.03651756251208883,632,"The accuser is saying its an inside, inside, inside, inside, inside job."
458,177,30,90,223,343,1.4373177842565599,0.03508544513926287,632,Their alibis are a little wobbly
1564,178,38,73,230,341,1.436950146627566,0.03713641847705365,632,"Yes, it's bring your daughters to work day."
4287,178,34,81,226,341,1.436950146627566,0.03619547443785922,632,"I picked her up in Russia, I had no idea she was smuggling her family in with her."
452,180,30,84,216,330,1.4363636363636363,0.03605840395200998,632,"They were brought in by those two detectives from TV, 
Tchotchke and Hutch"
553,181,30,78,209,317,1.4353312302839116,0.03710626197506899,632,"They all look guilty, but some to a lesser degree."
2774,182,35,74,222,331,1.4350453172205437,0.0372241877914846,632,"It’s a matter of perspective. The witness isn’t sure if the perp was very small and close, or just bigger and further away."
233,183,32,79,218,329,1.4346504559270516,0.03663674320474734,632,"Apparently, there were voices inside her telling her to do it."
904,183,26,91,212,329,1.4346504559270516,0.03508631118728022,632,What do you mean - are there any distinguishing features?
4065,183,30,83,216,329,1.4346504559270516,0.0361273263981337,632,I can't do this. They all look just like Mom.
4681,183,27,89,213,329,1.4346504559270516,0.03534943921361867,632,"I know you said don't use the word 'doll' when addressing a woman, but..."
375,187,34,74,219,327,1.4342507645259939,0.03730277824695691,632,"Everything is in order, comrade."
2913,188,32,81,221,334,1.4341317365269461,0.03623737797585382,632,"Don't look at me like that, Linda. You know I've got a type."
4040,189,38,63,221,322,1.4316770186335404,0.03872407443201029,632,"This case is open and shut, open and shut, open and shut, open and shut, open and shut . . . ."
3769,190,28,79,206,313,1.4313099041533546,0.03687276324166817,632,"Hey listen, those sperm donations got me through college."
147,191,26,85,207,318,1.430817610062893,0.03590804104480959,632,It was the one inside the one inside the second one from the left.
1321,192,29,81,213,323,1.4303405572755419,0.036317873938495546,632,"This case is a mystery, inside a riddle, inside an enigma, inside a ..."
1560,192,28,83,212,323,1.4303405572755419,0.03605216092809329,632,We've had an informant on the inside for sometime now.
5,194,32,71,212,315,1.4285714285714286,0.03777542432150393,632,My suspicion is that they're all in this together.
103,194,24,87,204,315,1.4285714285714286,0.03556992358132936,632,We’re starting to suspect it was an inside job
1026,194,31,73,211,315,1.4285714285714286,0.03750682978183657,632,I have to recuse myself.
4890,194,24,81,196,301,1.4285714285714286,0.03671359410907987,632,It's part of the Russia investigation.
3197,198,34,65,212,311,1.427652733118971,0.038663786117850374,632,"Well, the witness said she was Russian and stacked..."
3964,198,31,71,209,311,1.427652733118971,0.037850418080876955,632,"I swear, every time I think this Russia Investigation is about to end..."
1067,200,24,84,201,309,1.4271844660194175,0.03603919690773413,632,"I swear, there was only one when i turned around."
590,201,36,59,212,307,1.4267100977198697,0.039571077670117395,632,"Gary, a woman has been strangled to death, and you bring me the only six women in this entire town who don't have any arms?"
1694,202,33,63,208,304,1.424342105263158,0.03902191760033759,632,This is what happens with chain migration.
3998,202,32,65,207,304,1.424342105263158,0.03874270712820657,632,We're out of suspects. Nobody else will open up.
4379,202,27,75,202,304,1.424342105263158,0.03731533019677366,632,Alibis? Look at them! They don't have a leg to stand on.
3568,205,30,67,203,300,1.4233333333333333,0.0385403503195016,632,"We could try to get them to open up, but I think we already know what we'll find."
4458,205,26,75,199,300,1.4233333333333333,0.037365390759460944,632,"NO, you may not twist my head off."
4535,207,23,80,195,298,1.4228187919463087,0.03662557280464753,632,Looks like they were all in on it
3236,208,27,74,202,303,1.4224422442244224,0.03739013116160777,632,"Innocent? No, they're all in it together."
4634,208,23,82,198,303,1.4224422442244224,0.03620215390198589,632,How many more times are we going to reopen this case?
2815,210,23,79,195,297,1.4208754208754208,0.03669733106966866,632,I thought we had one suspect until we looked into it further.
1738,210,28,69,200,297,1.4208754208754208,0.038215758809514465,632,We know five of them have been inside.
2479,212,24,75,194,293,1.4197952218430034,0.0373519781415822,632,"The witness stated that the assailant was female, of average height, and unarmed."
4231,212,15,93,185,293,1.4197952218430034,0.03442065882035072,632,"What do you mean, ""They all look alike?"""
350,214,22,77,190,289,1.4186851211072664,0.03706399427467184,632,"So you think it's an inside,inside, inside, inside, inside job?"
747,214,21,79,189,289,1.4186851211072664,0.03673840568209183,632,This definitely looks like it was an inside job.
3205,214,20,81,188,289,1.4186851211072664,0.036409905692421224,632,I'm starting to think this may have been an inside job
3074,217,22,48,150,220,1.4181818181818182,0.044991413951254985,632,You try putting together a lineup on such short notice!
4889,218,21,80,191,292,1.417808219178082,0.03647152669969348,632,"Sorry, Captain, I can’t get the little one to crack."
537,219,16,82,175,273,1.4175824175824177,0.03640173412787856,632,This is clearly a job for Internal Affairs.
4840,220,24,71,190,285,1.4175438596491228,0.03807063660690459,632,|“It’s no use; they’re just covering for each other.”
323,221,26,65,191,282,1.4148936170212767,0.03898873213887066,632,"What makes you think I'm the father, Svetlana?"
4531,221,23,71,188,282,1.4148936170212767,0.03800531293408424,632,"They all have the same alibi. At the time of the murder, they were on a shelf at the airport gift shop."
3053,223,21,70,179,270,1.4148148148148147,0.038479417555262865,632,Can you have them turn around?
4397,224,27,62,191,280,1.4142857142857144,0.03950909355339439,632,No wonder the Russian Investigation is taking so long.
4794,224,23,70,187,280,1.4142857142857144,0.038191123568067656,632,"Oh come on, you have to admit the resemblance is striking!"
1345,226,24,67,187,278,1.4136690647482015,0.038716261200009865,632,I swear I only brought one in.
1340,227,24,66,186,276,1.4130434782608696,0.03891022799892514,632,"They'll wibble and wobble, but they won't flip on each other."
960,228,21,71,182,274,1.4124087591240877,0.03806743804129817,632,Looks like another inside job.
4495,229,23,52,163,238,1.411764705882353,0.04286628428327568,632,Can you put red dots on number three’s cheeks before the witness arrives?
4631,230,23,62,178,263,1.4106463878326996,0.03989111491873442,632,This is a waste of time. There’s no way any of them are pickpockets.
90,231,24,59,178,261,1.4099616858237547,0.04046846578402419,632,"I swear, none of them are mine."
2302,231,15,77,169,261,1.4099616858237547,0.037046521206758616,632,"So she says to me, “Mostly they all look like you, Detective Podorevskaya”."
2882,233,20,70,179,269,1.4089219330855018,0.03816713394730865,632,It all fits a little too neatly.
4161,233,27,56,186,269,1.4089219330855018,0.04063159384608909,632,I have a feeling they're all in it together.
1820,235,27,54,184,265,1.4075471698113207,0.041066559937006045,632,"Congratulations Murphy, I think you finally cracked the case of the E Pluribus Unum Gang."
2089,235,33,42,190,265,1.4075471698113207,0.04310439573501334,632,Number four has an alibi. She was getting tattoos removed from her cheeks.
3765,235,22,64,179,265,1.4075471698113207,0.039287701929173774,632,Word on the street is that this was an inside job.
3672,238,20,67,176,263,1.4068441064638784,0.038750190063672696,632,We think it's a pyramid scheme.
4019,239,21,64,176,261,1.4061302681992338,0.03932644508966616,632,"It’s definitely organized crime. 
Very, very organized crime."
547,240,21,63,176,260,1.4038461538461537,0.0394113490998446,632,"Every time I think I've solved it, another suspect pops up."
4858,241,27,48,178,253,1.4031620553359683,0.04244796757203429,632,We were trying for a boy.
3125,242,24,55,177,256,1.40234375,0.04096690471233528,632,You won't believe where the littlest one was hiding.
4180,242,21,61,174,256,1.40234375,0.03982932985883238,632,We've done all we can... Internal Affairs will handle them from here.
813,244,23,55,174,252,1.4007936507936507,0.04103723810907403,632,They all say it was an inside job inside a job inside a job inside a job inside a job inside a job.
1665,244,22,57,173,252,1.4007936507936507,0.040650158155767786,632,"Yeah, I'm pretty sure I'm the dad."
4832,244,21,59,172,252,1.4007936507936507,0.0402593567330258,632,I can't shake this feeling that they were all working together.
2456,247,28,47,182,257,1.4007782101167314,0.04229979818108923,632,It was an open and open and open and open and open and shut case.
198,248,15,72,168,255,1.4,0.03752411606829412,632,I don't know.  They all just seem to fit together.
3008,248,19,56,160,235,1.4,0.04143278604232342,632,It all fits!
4025,250,15,69,164,248,1.3991935483870968,0.038219788484188534,632,This case fits together neatly. A little too neatly.
1953,251,20,57,166,243,1.3991769547325104,0.040880988683082646,632,"She’s actually my first cousin, five times removed."
2730,252,15,68,163,246,1.3983739837398375,0.0384189245635206,632,"They have alibis, but they're not airtight."
3585,252,16,66,164,246,1.3983739837398375,0.038848394689187965,632,"It's simple.  After six wooden girls, Gepetto wanted a real, live, talking boy."
3208,254,18,56,159,233,1.3948497854077253,0.04118136244310035,632,"Obviously, an inside job."
860,255,19,57,165,241,1.3941908713692945,0.04064484268463675,632,I dunno...They all look like my sister...
1077,255,23,49,169,241,1.3941908713692945,0.042312123833533055,632,I swear! I’ve never seen them before in my wife!
3586,255,16,63,162,241,1.3941908713692945,0.03934804692770462,632,"I don't know, she just kept opening up!"
4769,255,18,59,164,241,1.3941908713692945,0.04021722380084841,632,I don't know how they all fit in that phone booth.
91,259,18,58,163,239,1.393305439330544,0.04044104983438484,632,"Just what we need, another Russia investigation."
3043,260,15,60,154,229,1.3930131004366813,0.040260019464161086,632,"I feel like They’re all hiding something, except for the little one."
560,260,18,54,157,229,1.3930131004366813,0.04166275649178082,632,Their story does fit together.
4865,262,14,61,152,227,1.3920704845814977,0.040005488413437304,632,We can't get the little one to crack.
215,263,17,58,160,235,1.3914893617021276,0.04045184392699663,632,I've got five of them in the lineup to flip on the big one. They have a lot of insider information.
3000,263,16,60,159,235,1.3914893617021276,0.03999976784879992,632,So what happens when we ask one to step forward?
3255,263,16,60,159,235,1.3914893617021276,0.03999976784879992,632,"If you ask me, they're in this together."
639,266,19,55,164,238,1.3907563025210083,0.040965647855860494,632,"Tell Mr. Mueller he's getting closer."""
1549,266,32,29,177,238,1.3907563025210083,0.04625070999962856,632,"You need to stop painting your name on the floor, Lars!"
3519,266,25,43,170,238,1.3907563025210083,0.0434847976818168,632,All signs point to Russia
