rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
25,121,106,386,613,1.567699836867863,0.032343047451795164,569,"Yup, ANOTHER giant leap for man, kinda."
26,68,205,328,601,1.56738768718802,0.028040102742510634,569,I’m from the oversight committee.
27,99,141,359,599,1.5659432387312187,0.031041088517623175,569,"How high, Boss?"
28,75,183,333,591,1.5634517766497462,0.029104748830265485,569,There he goes. Jumping to conclusions again.
29,107,111,361,579,1.5613126079447324,0.03264158744539392,569,"""WOW !!! New bullet-speed escalator !!!"
30,69,144,299,512,1.55078125,0.03180642634202344,569,"Some of you may already know Bob, our vertical integration expert."
31,49,181,279,509,1.5481335952848723,0.029437560309530528,569,Everyone should feel free to jump right in if you have anything to add.
32,61,154,289,504,1.5476190476190477,0.031204956989083495,569,I should have told him it's not that kind of office pool.
33,54,169,283,506,1.5474308300395256,0.030219954444259567,569,I don't think any of you understand the gravity of this situation.
34,66,129,286,481,1.5426195426195426,0.03299658596655542,569,"I heard he bombed a presentation this morning, too."
35,66,122,281,469,1.5415778251599148,0.033643466804767784,569,And now we'll hear from one of the higher-ups.
36,38,151,240,429,1.529137529137529,0.031560177704032855,569,You just don't understand the gravity of this situation!
37,50,117,246,413,1.5254237288135593,0.03453872122180028,569,"Not that far outside the box, Phil."
38,32,102,185,319,1.5203761755485894,0.037626590136174524,569,just jump in at any time is only a figure of speech
39,39,120,224,383,1.516971279373368,0.03445033332754831,569,If I can jump in for one second.
40,48,98,230,376,1.5159574468085106,0.03669930094983731,569,Let the minutes show that we have two climate deniers and one gravity denier.
41,56,81,238,375,1.5146666666666666,0.038294229454407795,569,Wait until he finds out his chair is missing.
41,50,93,232,375,1.5146666666666666,0.037160281379190745,569,"Did anyone explain ""office pool"" to him?"
43,75,40,255,370,1.5135135135135136,0.0421387175716723,569,Betcha he tries lengthwise next.
44,51,85,230,366,1.510928961748634,0.038054362066501465,569,I thought white men couldn't jump.
45,48,76,216,340,1.5058823529411764,0.03962651369117216,569,His last resignation got 2.9 million views.
46,30,104,194,328,1.5,0.03638592114680073,569,"Baxter, apparently you're failing to comprehend the gravity of the situation."
46,47,71,212,330,1.5,0.04031971335778261,569,That's it....no more black bean burritos in the cafeteria.
48,16,42,91,149,1.4966442953020134,0.056037743067406394,569,When I said jump in if you have a better idea...
49,41,74,201,316,1.4936708860759493,0.04021583093493582,569,Peterson will now give the report from our satellite office.
50,36,78,192,306,1.4901960784313726,0.03988499864955742,569,One giant leap for a middle manager
51,29,86,179,294,1.489795918367347,0.039066530645353814,569,"Paul, where do you land on this?"
52,33,47,151,231,1.4891774891774892,0.04825643273063198,569,Trump just resigned!
53,24,100,179,303,1.4884488448844884,0.03676858058015913,569,I'd like to float this idea by you
54,42,59,194,295,1.4847457627118643,0.04263885164870745,569,Paul will now demonstrate our new economy class boarding process.
55,22,97,172,291,1.4845360824742269,0.037183775493957016,569,I don't believe you recognize the gravity of our situation
56,33,74,183,290,1.4827586206896552,0.04063888322206247,569,"Let the record show four yeas, five nays, and one cannonball."
57,28,67,167,262,1.4694656488549618,0.042109513828211646,569,Finally got his raise
57,31,61,170,262,1.4694656488549618,0.04313877076593813,569,Guess he didn't get the placebo.
59,23,74,159,256,1.46875,0.04100267506815986,569,"You said you wanted it in Power Point or Acrobat, right?"
60,30,60,167,257,1.4669260700389104,0.04340800033261726,569,"If he sticks the landing, I say we go with Tom's proposal."
60,26,68,163,257,1.4669260700389104,0.04198403461004196,569,If I can just jump in here for a sec--
62,25,68,160,253,1.466403162055336,0.04209304277328106,569,One giant leap for a hostile takeover.
63,26,64,160,250,1.464,0.042827007955748765,569,A woman would have just leaned in.
64,27,60,159,246,1.4634146341463414,0.04371399188170646,569,He just closed the Cirque Du Soleil account
65,25,64,158,247,1.4615384615384615,0.04281506173781341,569,He's our new head of disruptive technology.
65,22,70,155,247,1.4615384615384615,0.04164593119240163,569,"'Lets dive right in' is just an expression, Bob."
67,32,48,163,243,1.4609053497942386,0.04598985218295342,569,I see that Jason got the Ritalin account
67,23,66,154,243,1.4609053497942386,0.042532050134313784,569,At least I'm not naked in this dream.
69,21,63,148,232,1.4525862068965518,0.043083851344512314,569,You must learn how to handle ejection.
69,24,57,151,232,1.4525862068965518,0.044364121260144086,569,I miss the old days when we just showed sales trends with a chart.
69,30,45,157,232,1.4525862068965518,0.04681975301304176,569,My United flight was over booked.
72,25,53,150,228,1.4517543859649122,0.04535569683049518,569,"Use your words, Carlson."
73,22,58,146,226,1.4513274336283186,0.04433815747033849,569,Just jump in when you're ready!
74,17,62,137,216,1.4444444444444444,0.04336545552944084,569,"It appears there are no strings attached, but that's all part of the illusion."
74,24,48,144,216,1.4444444444444444,0.046712171735304044,569,The CEO's son in law has arrived.....let's start.
74,20,56,140,216,1.4444444444444444,0.044830365821440496,569,Looks like he didn't get that golden parachute after all.
77,25,37,135,197,1.4416243654822336,0.05052779553776605,569,"See Miss Jones, no glass ceiling."
78,13,67,131,211,1.4407582938388626,0.041958776201357864,569,I guess he isn't aware of the gravity of the situation.
78,23,47,141,211,1.4407582938388626,0.04703088645338261,569,And now Jim will represent our quarterly profits through performance art.
80,15,62,132,209,1.4401913875598087,0.04329924940138409,569,Fred's jumping to conclusions again.
81,21,46,134,201,1.4378109452736318,0.04770155895528142,569,"Fighter Ejection Seats, Inc., welcomes a new Board member."
82,20,51,137,208,1.4375,0.04602044506309426,569,Is now a bad time to discuss a golden parachute?
83,15,59,130,204,1.4362745098039216,0.0439994337977834,569,"Actually, Higgins, ""Let's dive into the financials"" was just a figure of speech."
84,15,34,98,147,1.435374149659864,0.05551163842680124,569,I hate it when you drop in on us like this.
85,11,31,80,122,1.4344262295081966,0.05933710596607587,569,I have an idea to bounce around.
86,15,52,125,192,1.4270833333333333,0.04581622519034347,569,"Yes Dave, we understand the gravity of the situation."
86,21,40,131,192,1.4270833333333333,0.049258010735131356,569,"Then we say, ""Ask your doctor if Levitate is right for you."""
86,16,50,126,192,1.4270833333333333,0.0464075857215959,569,I asked Jones to come in and brief us on our energy drink initiative
89,12,56,121,189,1.4232804232804233,0.044428895711089794,569,We weren't expecting you to just drop in.
89,17,46,126,189,1.4232804232804233,0.04749066461691298,569,I believe all the golden parachutes are gone.
91,18,42,125,185,1.4216216216216215,0.04881483561452056,569,The mental gymnastics come next.
91,20,38,127,185,1.4216216216216215,0.05000396973474858,569,"Sorry, my Fitbit says I need to do just 20 more."
91,21,36,128,185,1.4216216216216215,0.050588055861182736,569,That new coffee machine is great
94,20,37,126,183,1.4207650273224044,0.05039956033284691,569,Perhaps the Adderall vending machine wasn't such a good idea.
94,19,39,125,183,1.4207650273224044,0.049800265474866365,569,"When our sales went through the roof, we should have repaired it ."
96,9,58,114,181,1.419889502762431,0.04365456715603281,569,Walter's leap of faith in the project is impressive.
97,17,42,123,182,1.4175824175824177,0.04874222017092897,569,It would be nice if for once his presentation was as spectacular as his entrance.
98,19,37,124,180,1.4166666666666667,0.05037106260402368,569,And this intern will demonstrate our third quarter sales
99,18,38,122,178,1.4157303370786516,0.05014925828869236,569,"Okay, so SOME white guys can jump."
99,19,36,123,178,1.4157303370786516,0.050778224456697885,569,I knew we were getting fired. I didn't realize out of what.
99,16,42,120,178,1.4157303370786516,0.048867045774922326,569,"Nice of you to drop in, Smith."
99,5,64,109,178,1.4157303370786516,0.04110606366476142,569,Jennings! You do not understand the gravity of the situation!
103,14,41,114,169,1.4082840236686391,0.04923635011824562,569,For those of you who have forgotten that I'm upper management.
103,19,31,119,169,1.4082840236686391,0.05269184057935246,569,Who replaced the moose’s head?
105,10,48,109,167,1.407185628742515,0.046643093183738916,569,Dave's presentations always make the biggest splash.
106,14,38,112,164,1.4024390243902438,0.05022730927763135,569,Incoming – Marketing
106,19,28,117,164,1.4024390243902438,0.05382254260722931,569,Here he goes again droning on and on.
106,20,26,118,164,1.4024390243902438,0.05451314329401901,569,"I'm sorry, I had to fart!"
106,13,40,111,164,1.4024390243902438,0.04947692288515522,569,"I'd like to jump in here, if I might"
110,12,23,82,117,1.4017094017094016,0.0619696229404237,569,Whether he makes a big splash is yet to be determined.
111,14,37,111,162,1.4012345679012346,0.05065318048393197,569,"Oh no, wrong room."
112,15,34,111,160,1.4,0.051852475787401105,569,I told you he was a loose cannon.
113,20,23,115,158,1.3987341772151898,0.056031712477581146,569,If he sticks the landing he gets a seat on the board.
113,8,47,103,158,1.3987341772151898,0.04660520295169792,569,"Quit jumping to conclusions, Ted!"
115,11,25,82,118,1.3983050847457628,0.0603479102788296,569,"If no one has any new business, I'd like to dive right in."
116,16,30,110,156,1.3974358974358974,0.05355785596382154,569,Mind if I just jump in?
117,14,33,108,155,1.3935483870967742,0.05218058151282948,569,Wrong board.
118,12,36,105,153,1.392156862745098,0.05099229836359319,569,Jorgenson needs a 9.1 to clinch a seat at the table.
118,11,38,104,153,1.392156862745098,0.05014195030507095,569,Look out... He's going to table a motion.
118,13,34,106,153,1.392156862745098,0.051828696726883006,569,Sales are down. Feingold is up.
121,13,33,105,151,1.390728476821192,0.05229691926463479,569,Let me bounce an idea off you.
121,11,37,103,151,1.390728476821192,0.0505803056838393,569,"While we go low, he goes high"
121,14,31,106,151,1.390728476821192,0.05313443314200577,569,Let me jump in here.
121,13,33,105,151,1.390728476821192,0.05229691926463479,569,I see that you've finally lightened up.
121,9,41,101,151,1.390728476821192,0.04880334908148745,569,'Phil always has to make a splash during his presentations'
121,10,39,102,151,1.390728476821192,0.04969976964051316,569,This is not how you get into the Office Pool.
127,18,21,107,146,1.3904109589041096,0.05780857736962191,569,I told you that bean salad was trouble
128,15,28,106,149,1.389261744966443,0.05446790033807649,569,Ed solved the chair shortage by Velcroing himself to the wall.
128,11,36,102,149,1.389261744966443,0.05102914148768146,569,"According to Newton he is coming down; according to Einstein, we are moving together; according to Heisenberg, we are uncertain. According to Schroedinger he is not there..."
130,12,32,102,146,1.3835616438356164,0.05257675314653358,569,Mind if I jump in?
130,14,28,104,146,1.3835616438356164,0.054343919567976046,569,His back-flip was weak but he did interview well.
130,12,32,102,146,1.3835616438356164,0.05257675314653358,569,"Nice approach, good tuck, let's see if he sticks the landing."
133,14,27,103,144,1.3819444444444444,0.0548683950098546,569,The promotion is his if he sticks the landing
133,9,37,98,144,1.3819444444444444,0.05024853515608143,569,You did you say you wanted me to dive right in...
133,10,35,99,144,1.3819444444444444,0.051205862774266864,569,Our decision is final. You've been ejected from the board.
133,12,31,101,144,1.3819444444444444,0.053068734455489354,569,"Nice tuck, but can he stick the landing?"
137,10,34,98,142,1.380281690140845,0.051674965934241146,569,It's a surprise audit!
137,11,32,99,142,1.380281690140845,0.052632615602609276,569,"Gregory, you cannot be a fly on the wall."
137,9,36,97,142,1.380281690140845,0.050699230600058785,569,"Nice of you to drop in, Jim. The meeting started at 10."
137,11,32,99,142,1.380281690140845,0.052632615602609276,569,Here I come to save the day.
137,6,42,94,142,1.380281690140845,0.047652299218786894,569,"On the contrary, I do appreciate the gravity of the situation."
137,13,28,101,142,1.380281690140845,0.05449745376534689,569,If I could just jump in here.
143,12,29,99,140,1.3785714285714286,0.054090496610040256,569,I'm here with the results of our investment in medical marijuana
143,12,29,99,140,1.3785714285714286,0.054090496610040256,569,"Mr. Rogers, you're a lightweight and will always be a lightweight."""
143,14,25,101,140,1.3785714285714286,0.055958302952809354,569,"Oops, sorry, wrong meeting!"
143,15,23,102,140,1.3785714285714286,0.05686920601061,569,The last thing we need in here is a loose canon
143,12,29,99,140,1.3785714285714286,0.054090496610040256,569,He's high again.
148,9,34,95,138,1.3768115942028984,0.05163455240521215,569,"If Roger learned one thing at Camp Winnetonka, it was a cannonball is most effective when least expected"
148,11,30,97,138,1.3768115942028984,0.05364419863956019,569,Make a note to adjust the espresso machine settings again.
148,10,32,96,138,1.3768115942028984,0.052648965088438304,569,And we're all supposed to pretend like he's made a big splash.
148,6,40,92,138,1.3768115942028984,0.048464083956014405,569,I'm from the House Oversight Committee.
152,7,37,92,136,1.375,0.04998638158765425,569,Once again John doesn't understand the gravity of the situation.
153,11,28,95,134,1.373134328358209,0.05470936235780548,569,"Fred, did you want to jump in here?"
154,6,39,92,137,1.3722627737226278,0.04860362201303367,569,Do I hear a second to the motion to add de-caf in the break room?
155,13,24,98,135,1.3703703703703705,0.05636956623809278,569,Can anyone second Johnson's motion?
155,10,30,95,135,1.3703703703703705,0.05334653727591041,569,"From now on, Roger, we're ordering you decaf."
155,6,38,91,135,1.3703703703703705,0.04902672496991743,569,We set the bar high.
155,9,32,94,135,1.3703703703703705,0.05230004512250975,569,I would like to have the floor at this time.
155,12,26,97,135,1.3703703703703705,0.05538022822593986,569,Can some one draw him a chair?
155,10,30,95,135,1.3703703703703705,0.05334653727591041,569,"Spare us the theatrics, and just tell us if you made quota."
155,6,38,91,135,1.3703703703703705,0.04902672496991743,569,Ted never understood the gravity of the situation.
162,7,35,91,133,1.368421052631579,0.050598698817273705,569,I wish he'd use charts
162,10,29,94,133,1.368421052631579,0.053870138496753574,569,Conference-ballllll!!!
162,14,21,98,133,1.368421052631579,0.05794546132244003,569,"I misspoke when I said ""There are no bad ideas!"""
162,10,29,94,133,1.368421052631579,0.053870138496753574,569,I miss Powerpoint.
162,7,35,91,133,1.368421052631579,0.050598698817273705,569,"There he goes, droning on again."
162,10,29,94,133,1.368421052631579,0.053870138496753574,569,Paradigm shift!
168,11,26,94,131,1.366412213740458,0.055476483906383864,569,It's Take Your Inner-Child to Work Day.
168,12,24,95,131,1.366412213740458,0.056525039395931155,569,United executives continue their efforts in developing passenger ejection seats
168,13,22,96,131,1.366412213740458,0.057554494966143774,569,I guess that part of his resume wasn't embellished.
168,7,34,90,131,1.366412213740458,0.05106741640449481,569,Let's see if he lands on his feet.
168,6,36,89,131,1.366412213740458,0.04990432051570049,569,I always hate the first meeting after a team building weekend.
173,9,19,73,101,1.3663366336633664,0.06405871730543292,569,Can we please stop inviting literalists to the think tank?
174,10,27,92,129,1.3643410852713178,0.05495988725770245,569,There is some concern about where he'll come down on the issue.
174,14,19,96,129,1.3643410852713178,0.05920376112554313,569,Gravity is fake news.
174,13,21,95,129,1.3643410852713178,0.05817182565815362,569,Looks like United over booked again.
174,10,27,92,129,1.3643410852713178,0.05495988725770245,569,Does he really think we can't tell when he's flying by the seat of his pants?
174,6,35,88,129,1.3643410852713178,0.05035963744258249,569,You can't just jump right in after missing half the meeting.
174,10,27,92,129,1.3643410852713178,0.05495988725770245,569,"When I said take a flying leap, I meant vamoose."
180,13,20,94,127,1.3622047244094488,0.0588067099800737,569,"Drew, quick - draw that man a chair!"
180,9,28,90,127,1.3622047244094488,0.05439017954437158,569,Let's take a deeper dive into the analytics.
180,6,34,87,127,1.3622047244094488,0.05082655309983487,569,I miss the days when he'd just bounce ideas off us.
180,11,24,92,127,1.3622047244094488,0.05664150761389335,569,Now THAT's outside the box.
180,7,32,88,127,1.3622047244094488,0.0520415495250018,569,Jack brings something new to the table.
180,7,32,88,127,1.3622047244094488,0.0520415495250018,569,Look who decided to drop in.
180,10,26,91,127,1.3622047244094488,0.05552725463969795,569,"Michael, drained of ideas, pitches himself."
187,8,22,75,105,1.361904761904762,0.060709796573247675,569,I hope he drowns in paperwork.
188,11,23,91,125,1.36,0.05724874981026844,569,"Davis realized that his vantage point, though advantageous, was not sustainable."
188,10,25,90,125,1.36,0.05611049007782942,569,"Let me illustrate our stock price, ""Geronimo!!"""
188,7,31,87,125,1.36,0.05254798114657352,569,"Let me jump in here, if I may."
191,7,25,77,109,1.3577981651376148,0.05759203625616935,569,I do love a manager who likes to jump into a project with both feet first.
192,7,30,86,123,1.3577235772357723,0.05306804769696344,569,I meant figuratively!
192,6,32,85,123,1.3577235772357723,0.05179708162669383,569,I wanted to inform you all personally of my temporary suspension.
192,9,26,88,123,1.3577235772357723,0.05552276766351614,569,"This is Derek, our new floating temp."
192,8,28,87,123,1.3577235772357723,0.054309278283659695,569,"Alan, that's not the way an office pool works!"
192,8,28,87,123,1.3577235772357723,0.054309278283659695,569,How high?
192,12,20,91,123,1.3577235772357723,0.059013708517523314,569,"Sorry I am late, I was in the cloud!"
192,7,30,86,123,1.3577235772357723,0.05306804769696344,569,One flew out of the cuckoo's nest.
199,10,23,88,121,1.3553719008264462,0.05732741993204414,569,Tom clearly doesn't realize how shallow we made the high-risk pools.
199,14,15,92,121,1.3553719008264462,0.06194672923886099,569,Jack just flew in with United Airlines.
199,8,27,86,121,1.3553719008264462,0.05487213302215452,569,The chair recognizes the gentleman in the jumpseat.
199,9,25,87,121,1.3553719008264462,0.05611320726204283,569,"Is this high enough, boss?"
199,6,31,84,121,1.3553719008264462,0.05230171018941072,569,"I like the idea of the floating invisible chair, but does it come in different colors?"
199,5,33,83,121,1.3553719008264462,0.05096790992286374,569,Watch when he finds he's at the shallow end of the table.
205,11,19,86,116,1.353448275862069,0.06030197664695887,569,He'll never make chair.
206,7,27,83,117,1.3504273504273505,0.054716049319058706,569,It's Take Your Inner-Child to Work Day.
206,4,33,80,117,1.3504273504273505,0.05051494238443179,569,"Harold, I think that's enough levity for today."
208,10,22,88,120,1.35,0.05755280123479647,569,"No! I said, ""Bannon called!"""
209,9,23,86,118,1.347457627118644,0.05693550087126865,569,I'm in.
209,7,27,84,118,1.347457627118644,0.054331594456391644,569,"He just got back from one of those ""I Believe I Can Fly"" seminars."
209,11,19,88,118,1.347457627118644,0.05942541849032834,569,We debated mounting a moose head on the wall . . .
209,7,27,84,118,1.347457627118644,0.054331594456391644,569,Get outta my chair! Get outta my chair! Get outta my chair!
209,10,21,87,118,1.347457627118644,0.05819377811335543,569,"See, white men can jump."
209,9,23,86,118,1.347457627118644,0.05693550087126865,569,Bob finally got his wish to be a fly on the wall at a board meeting.
215,5,23,67,95,1.3473684210526315,0.059426940574010004,569,The boss just told me to take a flying leap.
216,7,26,83,116,1.3448275862068966,0.054900002151741116,569,I've invited an expert in corporate bailouts...
216,8,24,84,116,1.3448275862068966,0.056248869088564246,569,Chair....Quick!
218,9,21,84,114,1.3421052631578947,0.058215649518377925,569,"Heeeerrs, Johnny !"
218,9,21,84,114,1.3421052631578947,0.058215649518377925,569,"Without a seat at the table, Smith still manages to float his latest idea"
218,5,29,80,114,1.3421052631578947,0.052612168443685096,569,It really did take a leap of faith.
218,12,15,87,114,1.3421052631578947,0.06208726144887982,569,Larry had the super beef and bean burrito for lunch today.
218,8,23,83,114,1.3421052631578947,0.05686656709984906,569,"I forgot my charts, but here's my impression of our stock price."
218,8,23,83,114,1.3421052631578947,0.05686656709984906,569,I don't think this is what we meant by a leap of faith.
224,8,16,70,94,1.3404255319148937,0.06515067359448465,569,Where's my special chair? WHERE'S MY SPECIAL CHAIR???
225,9,18,79,106,1.3396226415094339,0.061263709730056536,569,But he didn't get a golden parachute.
226,6,26,80,112,1.3392857142857142,0.054633403595055446,569,"Careful, there's a glass ceiling."
226,5,28,79,112,1.3392857142857142,0.05314069652822643,569,Jamison never appreciates the gravity of the situation.
226,4,30,78,112,1.3392857142857142,0.05160482987695915,569,We think our new energy drink is very promising.
226,7,24,81,112,1.3392857142857142,0.05608639718555095,569,I'm in love with Katie Holmes!
230,7,23,80,110,1.3363636363636364,0.056705894048990776,569,Somebody's a morning person.
230,5,27,78,110,1.3363636363636364,0.05368376921481681,569,Is this an incoming or out going male?
230,6,25,79,110,1.3363636363636364,0.055215511846785775,569,"Jackson, I don't think you get the gravity of the situation."
230,11,15,84,110,1.3363636363636364,0.06231196598942034,569,"Ah, ah, Jenkins! I didn't say ""Simon Says!"""
230,7,23,80,110,1.3363636363636364,0.056705894048990776,569,Let's go back to testing on animals.
230,9,19,82,110,1.3363636363636364,0.0595749088348528,569,It's hard to work with you hovering over us.
230,9,19,82,110,1.3363636363636364,0.0595749088348528,569,"Tell him this isn't what we meant by ""the office pool."""
230,4,29,77,110,1.3363636363636364,0.05210701877594693,569,"I proposed a change in attitude, not altitude."
230,9,19,82,110,1.3363636363636364,0.0595749088348528,569,Take a memo re: patching hole in upstairs conference room floor.
230,8,21,81,110,1.3363636363636364,0.05815809566421682,569,Told to take a flying leap.
230,7,23,80,110,1.3363636363636364,0.056705894048990776,569,"Bob, a simple 'aye' would suffice."
230,6,25,79,110,1.3363636363636364,0.055215511846785775,569,If I can just jump in here ...
230,7,23,80,110,1.3363636363636364,0.056705894048990776,569,"If you're transcribing this later, just write, ""Dave enters."""
230,4,29,77,110,1.3363636363636364,0.05210701877594693,569,"So, let's springboard this idea ... Phillips! You know that's just corporate-speak!"
230,7,23,80,110,1.3363636363636364,0.056705894048990776,569,"Decaf, Miss Smithers, next time we only serve decaf."
230,7,23,80,110,1.3363636363636364,0.056705894048990776,569,Good thing we padded the agenda!
230,6,25,79,110,1.3363636363636364,0.055215511846785775,569,"Ferguson, this is no time for levity!"
230,5,27,78,110,1.3363636363636364,0.05368376921481681,569,I see Jack has an out of the box idea!
230,7,23,80,110,1.3363636363636364,0.056705894048990776,569,"Next up, Larry will discuss work-life balance."
230,8,21,81,110,1.3363636363636364,0.05815809566421682,569,"""You guys see where he is? That's where we all need to be."
230,8,21,81,110,1.3363636363636364,0.05815809566421682,569,Sorry. Must be that burrito I had for lunch.
230,7,23,80,110,1.3363636363636364,0.056705894048990776,569,I don't think the board fully grasps the gravity of the situation.
230,10,17,83,110,1.3363636363636364,0.060958801120706514,569,"Sorry, can't present. Being raptured."
230,11,15,84,110,1.3363636363636364,0.06231196598942034,569,"Even in its infancy, the concept of a diving board room was ill-advised."
230,10,17,83,110,1.3363636363636364,0.060958801120706514,569,How high?
255,4,28,76,108,1.3333333333333333,0.05262246919759056,569,Why can't he just have a light bulb go on over his head?
256,11,13,82,106,1.330188679245283,0.06389807994394253,569,"I miss the old days when they would simply say, ""you're fired."""
256,6,23,77,106,1.330188679245283,0.056431303581759185,569,We've hired a consultant to evolve our business to the cloud.
256,7,21,78,106,1.330188679245283,0.05800160810920528,569,I think he's coming in short.
256,7,21,78,106,1.330188679245283,0.05800160810920528,569,"Get over yourself, Paul, we all got the same raise."
256,7,21,78,106,1.330188679245283,0.05800160810920528,569,And now I'll turn it over to our incoming CEO
256,4,27,75,106,1.330188679245283,0.053151697859074504,569,I'm guessing you're not a virgin anymore?
262,7,20,77,104,1.3269230769230769,0.05867962740975496,569,"Since Conglomerate Co. acquired Cirque du Soleil, the cultural fit was becoming evident at board meetings"
262,2,30,72,104,1.3269230769230769,0.05009756666762488,569,Just floating ideas here.
262,8,18,78,104,1.3269230769230769,0.0602495242332566,569,"Quick, find out if the New Yorker will accept fart jokes!"
262,3,28,73,104,1.3269230769230769,0.05192757151459356,569,His ideas are not always the best but you have to love the way he presents them.
262,9,16,79,104,1.3269230769230769,0.06177954085067226,569,Mason awakens from an 18-month boardroom coma to learn Donald Trump is President.
262,7,20,77,104,1.3269230769230769,0.05867962740975496,569,"Would somebody explain to Finster what an ""office pool"" is?"
262,7,20,77,104,1.3269230769230769,0.05867962740975496,569,And Jenkins will demonstrate how quickly our share price is sinking
262,4,26,74,104,1.3269230769230769,0.05369524355833893,569,"Simply put Ted, you're a loose cannonball."
262,6,22,76,104,1.3269230769230769,0.05706655917051207,569,"Ok, no one jump to conclusions here."
262,8,18,78,104,1.3269230769230769,0.0602495242332566,569,Great. Another helicopter boss.
262,4,26,74,104,1.3269230769230769,0.05369524355833893,569,Flying by the seat of your pants again Bob?
273,8,17,76,101,1.3267326732673268,0.06151376066142205,569,"'Can't you just walk through the door like everyone else?"""
273,9,15,77,101,1.3267326732673268,0.06310279354110175,569,"And now, a visual demonstration of how big a dive the stock market took this morning."
275,5,23,74,102,1.3235294117647058,0.05601426154805487,569,Let me jump right in here.
275,5,23,74,102,1.3235294117647058,0.05601426154805487,569,"Next time, just sneak in late."
275,6,21,75,102,1.3235294117647058,0.05772117945380879,569,I asked Johnson from accounting to drop in.
275,10,13,79,102,1.3235294117647058,0.06409588754825381,569,"Parker, you're new here but just so you know, ""jump right in"" is a polite way of saying ""shut the hell up."""
275,6,21,75,102,1.3235294117647058,0.05772117945380879,569,Just pretend I'm not here.
275,6,21,75,102,1.3235294117647058,0.05772117945380879,569,"A simple 'I beg to differ, Irwin' would have sufficed."
275,4,25,73,102,1.3235294117647058,0.05425366748901864,569,His manager told him in his last annual review that he needed to make more of a splash in meetings.
275,9,15,78,102,1.3235294117647058,0.0625631340314206,569,"You have the chairs, but I have the floor."
275,8,17,77,102,1.3235294117647058,0.06099187387733384,569,"Oh, I neglected to mention, our CEO likes to drop in unannounced."
284,6,19,71,96,1.3229166666666667,0.060143818254821554,569,We need someone to oversee this project.
285,7,16,70,93,1.3225806451612903,0.06333657564579079,569,"It's an improvement over his last entrance, at least he's wearing clothing."
286,7,18,75,100,1.32,0.060100925218512326,569,I told you hiring an MBA from a clown college was a bad idea.
286,4,24,72,100,1.32,0.05482755334738734,569,This seems like a good time for me to jump in.
286,5,22,73,100,1.32,0.05663992238766581,569,"When I said, I wish I were a fly on the wall, I only meant it as a metaphor."
286,5,22,73,100,1.32,0.05663992238766581,569,His golden parachute didn't deploy.
286,6,20,74,100,1.32,0.05839607015973771,569,"Now THAT, Jeff, is how you make an entrance."
286,4,24,72,100,1.32,0.05482755334738734,569,Eight cups today--why do you ask?
292,5,21,72,98,1.316326530612245,0.05728432190197447,569,"OK, we've got a quorum."
